ccn,facility_name,county_fips,state_abbr,county_name,county_name_norm,zip_code,certified_beds,avg_residents,overall_rating,latitude,longitude
155746,PARKVIEW HAVEN,,IN,Pulaski,PULASKI,47946,42,36.2,2,40.9891,-86.881
155747,ADAMS WOODCREST,,IN,Adams,ADAMS,46733,143,113.4,5,40.8167,-84.91
155751,MEADOW LAKES,,IN,Morgan,MORGAN,46158,137,118.7,5,39.6249,-86.356
155753,HAMPTON OAKS HEALTH CAMPUS,,IN,Scott,SCOTT,47170,71,66.4,5,38.7065,-85.799
155754,HUBBARD HILL ESTATES INC,,IN,Elkhart,ELKHART,46517,66,64.4,5,41.6435,-86.006
155755,GOLDEN YEARS HOMESTEAD,,IN,Allen,ALLEN,46815,111,93.0,2,41.1071,-85.037
155756,COVENTRY MEADOWS,,IN,Allen,ALLEN,46804,150,123.8,5,41.0449,-85.238
155757,ROSEGATE VILLAGE,,IN,Marion,MARION,46237,150,129.1,4,39.6577,-86.081
155758,ASBURY TOWERS HEALTH CARE CENTER,,IN,Putnam,PUTNAM,46135,48,30.3,5,39.6425,-86.865
155759,GLEN OAKS HEALTH CAMPUS,,IN,Henry,HENRY,47362,68,50.7,4,39.9025,-85.394
155760,WATERFORD CROSSING,,IN,Elkhart,ELKHART,46526,87,72.3,5,41.543,-85.816
155761,BROWNSBURG MEADOWS,,IN,Hendricks,HENDRICKS,46112,147,135.5,3,39.836,-86.401
155762,FOREST PARK HEALTH CAMPUS,,IN,Wayne,WAYNE,47374,70,53.0,5,39.8143,-84.87
155764,SPRING MILL HEALTH CAMPUS,,IN,Lake,LAKE,46410,64,52.1,2,41.4594,-87.337
155766,MAPLE MANOR CHRISTIAN HOME INC,,IN,Clark,CLARK,47172,57,50.4,4,38.404,-85.762
155767,SPRINGHURST HEALTH CAMPUS,,IN,Hancock,HANCOCK,46140,74,58.9,3,39.7928,-85.802
155768,EVANSVILLE PROTESTANT HOME,,IN,Vanderburgh,VANDERBURGH,47714,49,39.2,2,37.9624,-87.506
155769,MORRISON WOODS HEALTH CAMPUS,,IN,Delaware,DELAWARE,47304,68,55.8,4,40.2263,-85.443
155770,"WATERS OF GEORGETOWN, THE",,IN,Floyd,FLOYD,47122,68,62.3,1,38.2974,-85.957
155771,OTTERBEIN FRANKLIN SENIORLIFE COMM RES & COM CARE,,IN,Johnson,JOHNSON,46131,208,125.1,2,39.4797,-86.072
155772,COBBLESTONE CROSSINGS HEALTH CAMPUS,,IN,Vigo,VIGO,47802,60,50.7,3,39.3812,-87.388
155773,TERRACE AT SOLARBRON THE,,IN,Vanderburgh,VANDERBURGH,47712,91,77.2,2,37.9575,-87.685
155775,CUMBERLAND POINTE HEALTH CAMPUS,,IN,Tippecanoe,TIPPECANOE,47906,71,56.2,3,40.4605,-86.92
155776,SPRINGHILL VILLAGE,,IN,Vigo,VIGO,47802,99,80.3,4,39.4124,-87.402
155777,CREASY SPRINGS HEALTH CAMPUS,,IN,Tippecanoe,TIPPECANOE,47905,71,62.5,3,40.3931,-86.838
155779,PRAIRIE LAKES HEALTH CAMPUS,,IN,Hamilton,HAMILTON,46060,61,58.6,5,39.9977,-85.996
155780,HAWTHORNE HEALTHCARE CENTER,,IN,Marion,MARION,46227,88,63.5,4,39.6584,-86.125
155782,WHITE OAK HEALTH CAMPUS,,IN,White,WHITE,47960,61,54.3,4,40.7447,-86.775
155783,GREENLEAF HEALTH CAMPUS,,IN,Elkhart,ELKHART,46514,60,55.1,3,41.6969,-85.959
155784,CREEKSIDE VILLAGE,,IN,St. Joseph,ST. JOSEPH,46545,100,92.6,4,41.7096,-86.166
155785,WEST RIVER HEALTH CAMPUS,,IN,Vanderburgh,VANDERBURGH,47712,61,46.0,4,37.9708,-87.678
155786,ALLISONVILLE MEADOWS,,IN,Hamilton,HAMILTON,46038,161,134.1,3,39.9372,-86.054
155787,INDIANA VETERANS HOME,,IN,Tippecanoe,TIPPECANOE,47906,212,107.4,3,40.4734,-86.884
155788,GREENWOOD MEADOWS,,IN,Johnson,JOHNSON,46142,169,145.1,5,39.6339,-86.158
155789,RIDGEWOOD HEALTH CAMPUS,,IN,Dearborn,DEARBORN,47025,71,66.9,3,39.1125,-84.885
155790,BRIDGEWATER HEALTHCARE CENTER,,IN,Hamilton,HAMILTON,46033,120,110.9,4,40.0021,-86.109
155791,BLAIR RIDGE HEALTH CAMPUS,,IN,Miami,MIAMI,46970,55,45.3,5,40.7607,-86.105
155792,COUNTRYSIDE MEADOWS,,IN,Hendricks,HENDRICKS,46123,171,136.3,3,39.7518,-86.381
155793,HAMILTON TRACE OF FISHERS,,IN,Hamilton,HAMILTON,46037,108,103.9,3,39.9591,-85.994
155794,"RETREAT AT THE STRATFORD, THE",,IN,Hamilton,HAMILTON,46032,20,11.5,4,39.973,-86.203
155795,AVALON SPRINGS HEALTH CAMPUS,,IN,Porter,PORTER,46383,61,55.9,4,41.4896,-87.027
155796,CEDARS THE,,IN,Allen,ALLEN,46765,65,36.9,2,41.219,-84.994
155797,ASPEN PLACE HEALTH CAMPUS,,IN,Decatur,DECATUR,47240,64,41.7,4,39.358,-85.47
155798,ASHTON CREEK HEALTH AND REHABILITATION CENTER,,IN,Allen,ALLEN,46845,139,117.7,4,41.1891,-85.093
155799,APERION CARE MARION LLC,,IN,Grant,GRANT,46953,70,60.0,2,40.5484,-85.666
155800,LUTHERAN LIFE VILLAGES,,IN,Allen,ALLEN,46825,84,77.2,5,41.1702,-85.131
155801,TRANSCENDENT HEALTHCARE OF BOONVILLE - NORTH,,IN,Warrick,WARRICK,47601,56,49.8,1,38.0585,-87.271
155802,PROVIDENCE HEALTH CARE CENTER,,IN,Vigo,VIGO,47876,70,60.0,1,39.5117,-87.474
155803,HAMILTON POINTE HEALTH AND REHAB,,IN,Warrick,WARRICK,47630,115,99.7,2,37.9796,-87.447
155805,ADDISON POINTE HEALTH & REHABILITATION CENTER,,IN,Porter,PORTER,46304,100,90.5,3,41.5933,-87.038
155806,WELLBROOKE OF WABASH,,IN,Wabash,WABASH,46992,70,54.2,4,40.8196,-85.822
155808,WELLBROOKE OF WESTFIELD,,IN,Hamilton,HAMILTON,46074,70,51.8,5,40.0572,-86.146
155809,GREY STONE HEALTH & REHABILITATION CENTER,,IN,Allen,ALLEN,46845,100,85.4,1,41.1806,-85.087
155810,VERNON HEALTH & REHABILITATION,,IN,Wabash,WABASH,46992,71,45.6,3,40.7787,-85.829
155811,WELLBROOKE OF AVON,,IN,Marion,MARION,46234,70,49.4,5,39.7785,-86.336
155812,WELLBROOKE OF CRAWFORDSVILLE,,IN,Montgomery,MONTGOMERY,47933,70,55.2,4,40.0685,-86.904
155813,VILLAGES AT HISTORIC SILVERCREST THE,,IN,Floyd,FLOYD,47150,56,48.9,4,38.2951,-85.848
155814,BROOKE KNOLL VILLAGE,,IN,Hendricks,HENDRICKS,46123,117,88.4,2,39.7797,-86.349
155815,CLEARVISTA LAKE HEALTH CAMPUS,,IN,Marion,MARION,46256,70,46.1,3,39.9122,-86.04
155816,ARLINGTON PLACE HEALTH CAMPUS,,IN,Marion,MARION,46218,84,66.9,4,39.7895,-86.064
155817,"BARRINGTON OF CARMEL, THE",,IN,Hamilton,HAMILTON,46032,20,5.5,5,39.9632,-86.141
155818,HEARTHSTONE HEALTH CAMPUS,,IN,Monroe,MONROE,47404,64,59.0,5,39.1446,-86.527
155819,WELLBROOKE OF KOKOMO,,IN,Howard,HOWARD,46902,70,53.5,5,40.4606,-86.165
155820,APERION CARE LINCOLN,,IN,Vanderburgh,VANDERBURGH,47714,47,43.5,1,37.97,-87.542
155821,ASPEN TRACE HEALTH & LIVING COMMUNITY,,IN,Johnson,JOHNSON,46143,104,100.1,5,39.5796,-86.159
155822,CEDAR CREEK HEALTH CAMPUS,,IN,Lake,LAKE,46356,58,53.3,4,41.3007,-87.401
155823,SOUTHPOINTE HEALTHCARE CENTER,,IN,Marion,MARION,46237,100,94.2,5,39.6562,-86.1
155824,WELLBROOKE OF SOUTH BEND,,IN,St. Joseph,ST. JOSEPH,46637,70,46.9,3,41.7101,-86.25
155825,ST AUGUSTINE HOME FOR THE AGED,,IN,Marion,MARION,46260,23,12.7,5,39.912,-86.202
155826,EVERGREEN CROSSING AND THE LOFTS,,IN,Marion,MARION,46254,109,93.0,2,39.8495,-86.242
155827,SAGE BLUFF HEALTH & REHAB CENTER,,IN,Allen,ALLEN,46804,84,51.0,4,41.0465,-85.237
155828,HERITAGE POINTE OF FORT WAYNE,,IN,Allen,ALLEN,46835,68,59.2,5,41.1602,-85.07
155829,"SPRINGS AT LAFAYETTE, THE",,IN,Tippecanoe,TIPPECANOE,47904,70,45.0,5,40.4174,-86.87
155830,HARRISON'S CROSSING HEALTH CAMPUS,,IN,Vigo,VIGO,47804,72,53.8,4,39.4848,-87.412
155831,BRIARCLIFF HEALTH & REHABILITATION CENTER,,IN,St. Joseph,ST. JOSEPH,46619,131,92.6,2,41.6718,-86.354
155833,WELLBROOKE OF CARMEL,,IN,Hamilton,HAMILTON,46032,74,51.1,3,39.9664,-86.155
155834,BRICKYARD HEALTHCARE - WILLOW SPRINGS CARE CENTER,,IN,Marion,MARION,46260,134,67.9,1,39.912,-86.196
155835,IGNITE MEDICAL RESORT CROWN POINT LLC,,IN,Lake,LAKE,46307,70,67.7,2,41.3912,-87.364
155836,CUMBERLAND TRACE HEALTH & LIVING COMMUNITY,,IN,Hendricks,HENDRICKS,46168,104,97.5,3,39.6818,-86.381
155837,"VILLAGES AT OAK RIDGE, THE",,IN,Daviess,DAVIESS,47501,58,50.0,3,38.6313,-87.166
155838,STONECROFT HEALTH CAMPUS,,IN,Monroe,MONROE,47403,70,51.6,5,39.1622,-86.606
155839,SUMMIT HEALTH AND LIVING,,IN,Madison,MADISON,46070,34,30.9,3,40.332,-85.646
155840,IGNITE MEDICAL RESORT DYER LLC,,IN,Lake,LAKE,46311,100,94.7,1,41.5048,-87.509
155841,COPPER TRACE HEALTH & LIVING COMMUNITY,,IN,Hamilton,HAMILTON,46074,104,100.5,5,39.9994,-86.202
155842,"SPRINGS OF MOORESVILLE, THE",,IN,Morgan,MORGAN,46158,70,46.2,5,39.6095,-86.354
155843,"SPRINGS OF RICHMOND, THE",,IN,Wayne,WAYNE,47374,70,47.3,3,39.8628,-84.898
155844,IGNITE MEDICAL RESORT CHESTERTON,,IN,Porter,PORTER,46304,70,62.5,1,41.578,-87.043
155846,RESTORACY OF CARMEL,,IN,Hamilton,HAMILTON,46032,72,69.0,4,39.9709,-86.124
155847,SILVER MEMORIES HEALTH CARE,,IN,Ripley,RIPLEY,47042,29,27.1,4,39.0682,-85.248
155849,RIVER TERRACE HEALTH CAMPUS,,IN,Jefferson,JEFFERSON,47250,57,35.6,3,38.7383,-85.381
155850,BELLTOWER HEALTH & REHABILITATION CENTER,,IN,St. Joseph,ST. JOSEPH,46530,96,84.4,4,41.7149,-86.163
155851,ORCHARD POINTE HEALTH CAMPUS,,IN,Noble,NOBLE,46755,58,50.1,5,41.4524,-85.294
155852,HARRISON SPRINGS HEALTH CAMPUS,,IN,Harrison,HARRISON,47112,58,50.5,5,38.238,-86.14
155854,NORTH RIVER HEALTH CAMPUS,,IN,Vanderburgh,VANDERBURGH,47725,58,52.8,5,38.1229,-87.549
155855,MCGIVNEY HEALTH CARE CENTER,,IN,Hamilton,HAMILTON,46033,37,34.5,2,39.9759,-86.08
155856,"RESTORACY OF GOSHEN, THE",,IN,Elkhart,ELKHART,46526,48,47.2,3,41.5677,-85.858
155858,"RESTORACY OF WHITESTOWN, THE",,IN,Boone,BOONE,46075,72,68.8,5,39.9824,-86.351
155859,ENVIVE OF BEECH GROVE,,IN,Marion,MARION,46107,52,47.3,3,39.7298,-86.102
15A011,ESPECIALLY KIDZ HEALTH & REHAB,,IN,Shelby,SHELBY,46176,130,112.1,2,39.5023,-85.787
15E064,BROOKSIDE CARE STRATEGIES,,IN,Delaware,DELAWARE,47303,42,39.0,,40.1977,-85.363
15E683,MORGANTOWN WOODS OF JOURNEY,,IN,Morgan,MORGAN,46160,39,37.7,1,39.3713,-86.263
165006,Iowa Jewish Senior Life Center,,IA,Polk,POLK,50312,46,43.2,4,41.5936,-93.682
165017,Harmony Cedar Rapids,,IA,Linn,LINN,52402,96,79.9,1,41.994,-91.642
165019,Chautauqua Guest Home #2,,IA,Floyd,FLOYD,50616,53,38.8,5,43.0527,-92.678
165030,Oaknoll Retirement Residence,,IA,Johnson,JOHNSON,52240,70,57.3,5,41.6509,-91.556
165033,Harmony Davenport,,IA,Scott,SCOTT,52803,88,71.4,2,41.5383,-90.564
165034,Harmony Waterloo,,IA,Black Hawk,BLACK HAWK,50701,88,71.7,1,42.4694,-92.358
165049,Ridgecrest Village,,IA,Scott,SCOTT,52806,137,54.9,1,41.5636,-90.581
165072,Good Shepherd Health Center,,IA,Cerro Gordo,CERRO GORDO,50401,180,151.8,2,43.1536,-93.195
165081,Friendship Village Retirement,,IA,Black Hawk,BLACK HAWK,50702,72,68.8,5,42.4635,-92.351
165082,"Accura Healthcare of Lake City, LLC",,IA,Calhoun,CALHOUN,51449,46,41.4,1,42.2652,-94.752
165104,Harmony Dubuque,,IA,Dubuque,DUBUQUE,52001,75,51.2,2,42.4942,-90.674
165110,Southeast Iowa Regional Medical - Klein Center,,IA,Des Moines,DES MOINES,52655,160,139.0,2,40.8068,-91.17
165118,Madrid Home for the Aged,,IA,Boone,BOONE,50156,64,60.4,3,41.8779,-93.827
165135,Strawberry Point Lutheran Home,,IA,Clayton,CLAYTON,52076,20,15.9,5,42.6875,-91.534
165145,Embassy Rehab and Care Center,,IA,Woodbury,WOODBURY,51054,60,42.7,1,42.3969,-96.355
165146,Kahl Home for the Aged & Infirmed,,IA,Scott,SCOTT,52807,135,106.0,3,41.5894,-90.539
165147,Park Place,,IA,Henry,HENRY,52641,49,34.9,5,40.9632,-91.559
165151,Mississippi Valley,,IA,Lee,LEE,52632,83,58.8,3,40.4214,-91.395
165152,Harmony House Health Care Center,,IA,Black Hawk,BLACK HAWK,50701,65,45.9,1,42.443,-92.416
165155,Salem Lutheran Home,,IA,Shelby,SHELBY,51531,64,54.8,2,41.5938,-95.059
165156,Fort Dodge Health and Rehabilitation,,IA,Webster,WEBSTER,50501,65,60.0,1,42.519,-94.193
165157,Crown Pointe Estates Care Center,,IA,Sioux,SIOUX,51250,99,90.5,4,43.0625,-96.166
165158,Azria Health Clarinda,,IA,Page,PAGE,51632,70,57.3,2,40.7307,-95.045
165162,Altoona Nursing and Rehabilitation Center,,IA,Polk,POLK,50009,106,95.2,1,41.6507,-93.472
165163,On With Life,,IA,Polk,POLK,50023,28,23.6,5,41.6991,-93.609
165165,Northcrest Specialty Care,,IA,Black Hawk,BLACK HAWK,50703,94,87.2,2,42.515,-92.32
165167,The Village,,IA,Warren,WARREN,50125,54,44.9,4,41.3712,-93.568
165169,Good Samaritan - Davenport,,IA,Scott,SCOTT,52804,119,99.5,3,41.5273,-90.622
165171,Silver Oak Nursing and Rehabilitation Center LLC,,IA,Linn,LINN,52302,91,71.5,1,42.0311,-91.579
165172,Briarwood Healthcare Center,,IA,Johnson,JOHNSON,52246,62,51.6,5,41.6529,-91.547
165173,Osage Rehab and Health Care Center,,IA,Mitchell,MITCHELL,50461,46,24.6,1,43.277,-92.815
165174,Casa De Paz Health Care Center,,IA,Woodbury,WOODBURY,51103,71,66.3,2,42.5102,-96.436
165175,Greater Southside Health and Rehabilitation,,IA,Polk,POLK,50315,80,72.2,1,41.5337,-93.626
165177,Community Memorial Health Center,,IA,Obrien,OBRIEN,51346,62,44.4,3,43.183,-95.487
165178,The Highlands,,IA,Winneshiek,WINNESHIEK,52101,86,69.9,2,43.3239,-91.789
165179,Norwalk Nursing and Rehabilitation Center,,IA,Warren,WARREN,50211,45,41.7,3,41.4642,-93.687
165180,Odebolt Specialty Care,,IA,Sac,SAC,51458,38,27.8,3,42.3053,-95.245
165185,Red Oak Rehab and Care Center,,IA,Montgomery,MONTGOMERY,51566,58,28.0,2,41.0162,-95.214
165186,Good Samaritan - Indianola,,IA,Warren,WARREN,50125,105,85.7,1,41.3543,-93.558
165187,Good Samaritan - West Union,,IA,Fayette,FAYETTE,52175,52,37.8,4,42.9713,-91.81
165188,Azria Health Winterset,,IA,Madison,MADISON,50273,65,52.1,2,41.3302,-94.026
165189,Good Samaritan - Villisca,,IA,Montgomery,MONTGOMERY,50864,46,36.2,2,40.9333,-94.982
165190,Good Samaritan - Algona,,IA,Kossuth,KOSSUTH,50511,72,62.4,3,43.0649,-94.24
165191,Good Samaritan - Red Oak,,IA,Montgomery,MONTGOMERY,51566,53,39.5,1,41.0235,-95.229
165192,Good Samaritan - Estherville,,IA,Emmet,EMMET,51334,62,48.2,2,43.4064,-94.823
165193,Dunlap Specialty Care,,IA,Harrison,HARRISON,51529,46,30.9,2,41.8487,-95.588
165196,OPCO Dayton IA LLC,,IA,Webster,WEBSTER,50530,40,35.1,2,42.2662,-94.066
165197,Cedar Falls Health Care Center,,IA,Black Hawk,BLACK HAWK,50613,70,41.8,3,42.5315,-92.466
165198,Iowa City Rehab & Health Care,,IA,Johnson,JOHNSON,52245,89,44.3,1,41.6691,-91.482
165199,Creston Specialty Care,,IA,Union,UNION,50801,74,53.9,3,41.0684,-94.385
165202,Azria Health Park Place,,IA,Polk,POLK,50316,70,56.7,1,41.6163,-93.608
165204,Country Lane Manor,,IA,Van Buren,VAN BUREN,52565,60,50.8,1,40.7357,-91.968
165205,Good Samaritan - Lemars,,IA,Plymouth,PLYMOUTH,51031,64,60.4,3,42.8003,-96.149
165207,Good Samaritan - Holstein,,IA,Ida,IDA,51025,60,50.4,3,42.4893,-95.55
165208,Granger Nursing & Rehabilitation Center,,IA,Dallas,DALLAS,50109,67,49.4,3,41.7616,-93.828
165209,Southridge Specialty Care,,IA,Marshall,MARSHALL,50158,82,73.5,2,42.013,-92.917
165210,Good Samaritan - Saint Ansgar,,IA,Mitchell,MITCHELL,50472,42,39.1,5,43.3785,-92.911
165211,Good Samaritan - Ottumwa,,IA,Wapello,WAPELLO,52501,126,105.6,3,41.0043,-92.458
165213,Good Samaritan - Forest City,,IA,Winnebago,WINNEBAGO,50436,43,34.8,4,43.2586,-93.641
165214,Lantern Park Specialty Care,,IA,Johnson,JOHNSON,52241,90,85.2,1,41.7044,-91.595
165215,Lyon Specialty Care,,IA,Lyon,LYON,51246,45,39.3,4,43.4214,-96.176
165217,Caring Acres Nursing and Rehab Center,,IA,Cass,CASS,50020,41,27.9,1,41.4356,-94.767
165218,Eagle Point Nursing and Rehabilitation,,IA,Clinton,CLINTON,52732,75,57.9,4,41.8784,-90.19
165219,Laurens Care Center,,IA,Pocahontas,POCAHONTAS,50554,38,28.4,4,42.8427,-94.846
165220,Azria Health Prairie Ridge,,IA,Des Moines,DES MOINES,52637,62,59.5,2,41.0043,-91.164
165222,Corydon Specialty Care,,IA,Wayne,WAYNE,50060,71,57.5,3,40.7536,-93.309
165223,Ridgewood Specialty Care,,IA,Wapello,WAPELLO,52501,60,55.1,4,41.0092,-92.457
165224,Mount Ayr Health Care Center,,IA,Ringgold,RINGGOLD,50854,46,24.0,5,40.7111,-94.229
165225,Centerville Specialty Care,,IA,Appanoose,APPANOOSE,52544,46,39.4,4,40.7409,-92.864
165226,Manly Specialty Care,,IA,Worth,WORTH,50456,43,39.2,3,43.2841,-93.195
165227,Birkwood Village of Fort Madison,,IA,Lee,LEE,52627,80,63.9,2,40.6238,-91.366
165228,Dubuque Specialty Care,,IA,Dubuque,DUBUQUE,52001,84,50.8,2,42.5143,-90.709
165230,Oakland Manor,,IA,Pottawattamie,POTTAWATTAMIE,51560,61,38.7,1,41.3162,-95.389
165231,Regency Park Nursing & Rehab Center of Carroll,,IA,Carroll,CARROLL,51401,46,36.8,5,42.0533,-94.864
165232,Friendship Home Association,,IA,Audubon,AUDUBON,50025,46,40.1,5,41.7158,-94.927
165233,Regency Park Nursing & Rehab Center of Jefferson,,IA,Greene,GREENE,50129,46,44.9,3,42.0027,-94.373
165234,Parkview Manor,,IA,Washington,WASHINGTON,52356,62,53.6,1,41.4746,-91.834
165235,Lenox Care Center,,IA,Taylor,TAYLOR,50851,36,27.0,2,40.8854,-94.557
165236,Good Samaritan - Manson,,IA,Calhoun,CALHOUN,50563,42,35.9,3,42.534,-94.534
165238,Denison Care Center,,IA,Crawford,CRAWFORD,51442,46,28.0,4,42.0318,-95.337
165240,Good Samaritan - Waukon,,IA,Allamakee,ALLAMAKEE,52172,60,46.3,3,43.2693,-91.474
165241,Grundy Care Center,,IA,Grundy,GRUNDY,50638,40,28.8,1,42.3587,-92.763
165243,Chautauqua Guest Home #3,,IA,Floyd,FLOYD,50616,57,41.7,5,43.0557,-92.676
165245,Hillcrest Health Care Center,,IA,Sioux,SIOUX,51023,64,44.9,1,43.0099,-96.48
165247,Good Samaritan  - George,,IA,Lyon,LYON,51237,36,32.0,4,43.3485,-95.998
165248,Pleasant Acres Care Center,,IA,Sioux,SIOUX,51239,46,34.7,2,43.1868,-96.145
165251,Ravenwood Specialty Care,,IA,Black Hawk,BLACK HAWK,50702,176,126.5,3,42.4617,-92.344
165252,Westview Acres Care Center,,IA,Decatur,DECATUR,50144,46,39.0,4,40.7409,-93.745
165253,Panora Specialty Care,,IA,Guthrie,GUTHRIE,50216,46,37.4,4,41.6918,-94.353
165254,Oakview Nursing Home,,IA,Grundy,GRUNDY,50621,46,42.5,4,42.2245,-92.867
165255,Accura Healthcare of Carlisle,,IA,Warren,WARREN,50047,80,74.9,1,41.4956,-93.494
165256,Accura Healthcare of Onawa,,IA,Monona,MONONA,51040,46,35.9,1,42.0366,-96.104
165257,Golden Age Care Center,,IA,Appanoose,APPANOOSE,52544,46,36.2,4,40.7152,-92.868
165259,Thornton Manor Nursing and Care Center,,IA,Allamakee,ALLAMAKEE,52151,40,28.0,4,43.3613,-91.234
165261,Mill-Pond,,IA,Polk,POLK,50021,60,56.8,5,41.7242,-93.581
165263,Mechanicsville Specialty Care,,IA,Cedar,CEDAR,52306,39,30.7,5,41.9078,-91.254
165266,Holy Spirit Retirement Home,,IA,Woodbury,WOODBURY,51103,78,59.8,3,42.5158,-96.43
165267,Maple Heights,,IA,Monona,MONONA,51034,58,45.4,4,42.1608,-95.806
165268,Rehabilitation Center of Des Moines,,IA,Polk,POLK,50316,74,71.1,3,41.6038,-93.61
165269,Clearview Home,,IA,Ringgold,RINGGOLD,50854,82,72.9,3,40.7177,-94.241
165270,Stratford Specialty Care,,IA,Hamilton,HAMILTON,50249,53,35.3,2,42.2653,-93.961
165271,Westwood Specialty Care,,IA,Woodbury,WOODBURY,51104,85,78.3,1,42.505,-96.462
165272,University Park Nursing And Rehabilitation Center,,IA,Polk,POLK,50314,108,76.6,2,41.6004,-93.62
165273,Accura Healthcare of South Des Moines,,IA,Polk,POLK,50315,89,85.8,1,41.539,-93.643
165274,Northern Mahaska Specialty Care,,IA,Mahaska,MAHASKA,52577,79,74.5,2,41.3147,-92.643
165275,Accura Healthcare of Creston,,IA,Union,UNION,50801,31,24.3,2,41.0609,-94.35
165278,Living Center West,,IA,Linn,LINN,52403,94,65.6,3,41.9815,-91.657
165279,Monticello Nursing & Rehab Center,,IA,Jones,JONES,52310,75,48.1,4,42.2282,-91.185
165280,Bettendorf Health Care Center,,IA,Scott,SCOTT,52722,86,62.8,2,41.5684,-90.494
165281,On With Life Long Term Care,,IA,Polk,POLK,50225,40,39.5,5,41.7718,-93.722
165283,Fellowship Village,,IA,Lyon,LYON,51240,40,36.5,3,43.3072,-96.429
165285,Corning Specialty Care,,IA,Adams,ADAMS,50841,40,23.3,4,40.9979,-94.731
165286,Sunrise Hill Care Center,,IA,Tama,TAMA,50675,76,53.0,5,42.1889,-92.46
165287,Crestview Specialty Care,,IA,Cedar,CEDAR,52358,65,55.5,1,41.6748,-91.351
165288,Atlantic Specialty Care,,IA,Cass,CASS,50022,90,64.4,3,41.3916,-94.996
165290,North Crest Living Center,,IA,Pottawattamie,POTTAWATTAMIE,51503,62,57.6,1,41.2718,-95.83
165291,"Friendship Haven, Inc",,IA,Webster,WEBSTER,50501,155,117.4,4,42.463,-94.204
165292,Bedford Specialty Care,,IA,Taylor,TAYLOR,50833,39,27.3,4,40.6707,-94.725
165293,Southern Hills Specialty Care,,IA,Clarke,CLARKE,50213,90,84.2,3,41.0367,-93.764
165294,Avoca Specialty Care,,IA,Pottawattamie,POTTAWATTAMIE,51521,46,30.4,1,41.5059,-95.386
165295,Montezuma Specialty Care,,IA,Poweshiek,POWESHIEK,50171,41,32.8,4,41.5834,-92.535
165296,Pleasant View Care Center,,IA,Monona,MONONA,51063,70,49.9,3,42.1255,-96.158
165297,New Hampton Nursing & Rehab Center,,IA,Chickasaw,CHICKASAW,50659,46,28.9,4,43.0552,-92.304
165298,Pinnacle Specialty Care,,IA,Black Hawk,BLACK HAWK,50613,100,90.7,3,42.4904,-92.433
165300,Laporte City Specialty Care,,IA,Black Hawk,BLACK HAWK,50651,46,44.2,5,42.2974,-92.196
165301,Great River Care Center,,IA,Clayton,CLAYTON,52157,39,30.7,4,43.0202,-91.191
165302,Accura Healthcare of New Hampton,,IA,Chickasaw,CHICKASAW,50659,52,31.6,2,43.0492,-92.318
165303,Rehabilitation Centers of Independence West Campus,,IA,Buchanan,BUCHANAN,50644,70,52.7,3,42.4714,-91.874
165304,Montrose Health Center,,IA,Lee,LEE,52639,44,40.1,3,40.5258,-91.418
165305,Chariton Specialty Care,,IA,Lucas,LUCAS,50049,60,38.9,2,41.0287,-93.303
165306,Parkview Care Center,,IA,Jefferson,JEFFERSON,52556,70,47.1,1,41.0049,-91.941
165307,Pillar of Cedar Valley,,IA,Black Hawk,BLACK HAWK,50703,114,114.0,2,42.5706,-92.365
165308,West Ridge Specialty Care,,IA,Marion,MARION,50138,78,69.8,4,41.3117,-93.115
165309,Shell Rock Senior Living,,IA,Butler,BUTLER,50670,41,33.9,1,42.7149,-92.573
165310,Heritage Specialty Care,,IA,Linn,LINN,52404,171,118.0,1,41.9669,-91.722
165311,Accura Healthcare of Le Mars,,IA,Plymouth,PLYMOUTH,51031,46,39.1,5,42.7818,-96.155
165312,Fonda Specialty Care,,IA,Pocahontas,POCAHONTAS,50540,46,41.1,5,42.5845,-94.842
165313,Oakwood Specialty Care,,IA,Monroe,MONROE,52531,54,50.2,4,41.0134,-92.804
165314,Lamoni Specialty Care,,IA,Decatur,DECATUR,50140,43,31.1,5,40.6183,-93.936
165316,Eldora Specialty Care,,IA,Hardin,HARDIN,50627,46,34.4,5,42.3588,-93.112
165318,Colonial Manor of Amana,,IA,Iowa,IOWA,52203,50,43.2,5,41.799,-91.895
165320,"Zearing Health Care, LLC",,IA,Story,STORY,50278,40,31.8,3,42.162,-93.292
165322,Cottage Grove Place,,IA,Linn,LINN,52402,64,54.5,2,41.9969,-91.638
165323,Correctionville Specialty Care,,IA,Woodbury,WOODBURY,51016,39,32.2,1,42.4821,-95.776
165324,"Accura Healthcare of Pleasantville, LLC",,IA,Marion,MARION,50225,46,41.5,1,41.3934,-93.272
165325,Manor House Care Center,,IA,Keokuk,KEOKUK,52591,55,41.4,2,41.3244,-92.206
165326,Bloomfield Care Center,,IA,Davis,DAVIS,52537,91,40.7,4,40.7591,-92.418
165327,Sunrise Terrace Nursing & Rehabilitation Center,,IA,Henry,HENRY,52659,46,35.6,5,41.1263,-91.446
165329,Kingsley Specialty Care,,IA,Plymouth,PLYMOUTH,51028,43,33.6,2,42.5901,-95.972
165330,Cherokee Specialty Care,,IA,Cherokee,CHEROKEE,51012,62,42.6,2,42.7622,-95.545
165332,Accura Healthcare of Stanton,,IA,Montgomery,MONTGOMERY,51573,46,40.8,2,40.9797,-95.099
