ccn,facility_name,county_fips,state_abbr,county_name,county_name_norm,zip_code,certified_beds,avg_residents,overall_rating,latitude,longitude
015009,"BURNS NURSING HOME, INC.",,AL,Franklin,FRANKLIN,35653,57,52.4,2,34.5149,-87.736
015010,COOSA VALLEY HEALTHCARE CENTER,,AL,Talladega,TALLADEGA,35150,85,78.2,5,33.1637,-86.254
015012,HIGHLANDS HEALTH AND REHAB,,AL,Jackson,JACKSON,35768,50,45.3,5,34.6611,-86.047
015014,EASTVIEW REHABILITATION & HEALTHCARE CENTER,,AL,Jefferson,JEFFERSON,35206,92,70.2,3,33.5595,-86.722
015015,PLANTATION MANOR NURSING HOME,,AL,Jefferson,JEFFERSON,35111,103,97.8,3,33.3222,-87.034
015016,ATHENS HEALTH AND REHABILITATION LLC,,AL,Limestone,LIMESTONE,35611,149,138.7,5,34.8035,-86.977
015019,MERRY WOOD LODGE,,AL,Elmore,ELMORE,36025,124,95.4,1,32.5582,-86.323
015023,HATLEY HEALTH CARE INC,,AL,Chilton,CHILTON,35045,201,90.6,4,32.8548,-86.625
015024,"LIMESTONE NURSING AND REHABILITATION CENTER, LLC",,AL,Limestone,LIMESTONE,35611,170,139.4,3,34.8053,-86.991
015027,"WETUMPKA HEALTH AND REHABILITATION, LLC",,AL,Elmore,ELMORE,36092,121,116.7,1,32.5584,-86.221
015028,KELLER LANDING,,AL,Colbert,COLBERT,35674,109,75.9,5,34.7419,-87.706
015031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,,AL,Lauderdale,LAUDERDALE,35631,222,192.1,3,34.8082,-87.687
015032,DIVERSICARE OF FOLEY,,AL,Baldwin,BALDWIN,36535,154,121.5,1,30.4269,-87.685
015034,"HUNTER CREEK HEALTH AND REHABILITATION, LLC",,AL,Tuscaloosa,TUSCALOOSA,35473,78,72.3,3,33.2375,-87.565
015035,WEST GATE VILLAGE,,AL,Escambia,ESCAMBIA,36427,125,94.6,5,31.1079,-87.071
015040,DIVERSICARE OF MONTGOMERY,,AL,Montgomery,MONTGOMERY,36106,138,107.7,2,32.3595,-86.279
015042,"SUMTER HEALTH AND REHABILITATION, L L C",,AL,Sumter,SUMTER,36925,125,102.3,3,32.4948,-88.286
015044,"CAREGIVERS OF PLEASANT GROVE, INC",,AL,Jefferson,JEFFERSON,35127,64,53.3,1,33.4878,-86.956
015045,EAMC LANIER NURSING HOME,,AL,Chambers,CHAMBERS,36854,103,86.7,3,32.8251,-85.171
015047,"NORTHWAY HEALTH AND REHABILITATION, LLC",,AL,Jefferson,JEFFERSON,35234,113,107.3,2,33.5335,-86.809
015048,CULLMAN HEALTH CARE CENTER,,AL,Cullman,CULLMAN,35055,95,90.2,2,34.1921,-86.847
015049,EASTERN SHORE REHABILITATION AND HEALTH CENTER,,AL,Baldwin,BALDWIN,36526,117,98.2,3,30.613,-87.907
015050,OAK CREST HEALTH & WELLNESS,,AL,Jefferson,JEFFERSON,35020,79,61.9,2,33.4296,-86.942
015053,CLEBURNE COUNTY NURSING HOME,,AL,Cleburne,CLEBURNE,36264,82,74.4,5,33.6363,-85.588
015060,RIDGEWAY REHABILITATION & SENIOR LIVING,,AL,Jefferson,JEFFERSON,35020,69,53.6,2,33.4307,-86.941
015063,DIVERSICARE OF BOAZ,,AL,Marshall,MARSHALL,35957,100,92.0,2,34.2199,-86.162
015065,"PRATTVILLE HEALTH AND REHABILITATION, LLC",,AL,Autauga,AUTAUGA,36066,162,158.0,1,32.4796,-86.429
015066,"TERRACE MANOR NURSING & REHABILITATION CENTER, INC",,AL,Franklin,FRANKLIN,35653,63,55.3,5,34.5129,-87.719
015067,COTTAGE OF THE SHOALS,,AL,Colbert,COLBERT,35674,103,84.1,5,34.7269,-87.679
015071,ARABELLA HEALTH & WELLNESS OF RUSSELLVILLE,,AL,Franklin,FRANKLIN,35653,50,45.6,2,34.5101,-87.72
015073,"HANCEVILLE NURSING & REHAB CENTER, INC",,AL,Cullman,CULLMAN,35077,208,189.2,2,34.0618,-86.771
015075,"SUMMERFORD HEALTH AND REHAB, LLC",,AL,Morgan,MORGAN,35622,216,135.7,2,34.3852,-86.912
015076,FAIR HAVEN,,AL,Jefferson,JEFFERSON,35210,259,238.0,3,33.5234,-86.727
015083,"ELBA NURSING AND REHABILITATION CENTER, LLC",,AL,Coffee,COFFEE,36323,111,81.4,1,31.4291,-86.076
015084,PARK PLACE,,AL,Dallas,DALLAS,36701,103,97.8,3,32.3949,-87.07
015089,EVERGREEN NURSING HOME,,AL,Conecuh,CONECUH,36401,61,52.9,4,31.4221,-86.945
015091,PINE HILL REHABILITATION AND WELLNESS  CENTER,,AL,Jefferson,JEFFERSON,35217,190,163.3,1,33.6144,-86.768
015097,"SOUTH HEALTH AND REHABILITATION, LLC",,AL,Jefferson,JEFFERSON,35205,83,72.6,2,33.4969,-86.8
015098,ALLEN HEALTH AND REHABILITATION,,AL,Mobile,MOBILE,36603,119,83.3,3,30.6722,-88.052
015100,CROWNE HEALTH CARE OF MOBILE,,AL,Mobile,MOBILE,36605,148,131.6,3,30.6526,-88.101
015101,ALTOONA  HEALTH & REHAB,,AL,Etowah,ETOWAH,35952,50,47.6,4,34.0348,-86.319
015103,"ASHLAND PLACE HEALTH AND REHABILITATION, LLC",,AL,Mobile,MOBILE,36607,164,143.6,3,30.6908,-88.088
015104,SOUTHLAND NURSING HOME,,AL,Perry,PERRY,36756,91,64.7,5,32.6155,-87.306
015109,"CIVIC CENTER HEALTH AND REHABILITATION, LLC",,AL,Jefferson,JEFFERSON,35234,95,83.8,3,33.5284,-86.811
015111,DIVERSICARE OF BIG SPRINGS,,AL,Madison,MADISON,35801,145,126.6,4,34.7217,-86.585
015112,MAGNOLIA HAVEN HEALTH AND REHABILITATION CENTER,,AL,Macon,MACON,36083,111,87.6,3,32.4326,-85.692
015113,RIVER CITY CENTER,,AL,Morgan,MORGAN,35601,183,155.3,1,34.5866,-86.97
015114,SHADESCREST HEALTH CARE CENTER,,AL,Walker,WALKER,35502,107,99.5,1,33.8259,-87.278
015115,"CORDOVA HEALTH AND REHABILITATION, LLC",,AL,Walker,WALKER,35550,114,106.0,1,33.7616,-87.186
015116,ROCKET CITY REHABILITATION AND HEALTHCARE CENTER,,AL,Madison,MADISON,35801,159,121.1,1,34.6973,-86.571
015117,"OAK KNOLL HEALTH AND REHABILITATION, LLC",,AL,Jefferson,JEFFERSON,35204,100,97.7,2,33.5106,-86.85
015119,ARABELLA HEALTH AND WELLNESS OF SELMA,,AL,Dallas,DALLAS,36701,172,119.3,2,32.4262,-87.047
015120,"NHC HEALTHCARE, ANNISTON",,AL,Calhoun,CALHOUN,36207,151,131.4,3,33.6315,-85.803
015121,CROWNE HEALTH CARE OF CITRONELLE,,AL,Mobile,MOBILE,36522,69,64.8,5,31.0913,-88.242
015123,WASHINGTON COUNTY NURSING HOME,,AL,Washington,WASHINGTON,36518,88,77.5,5,31.4603,-88.235
015124,CLAY COUNTY NURSING HOME,,AL,Clay,CLAY,36251,83,73.0,4,33.2767,-85.823
015126,TRAYLOR RETIREMENT COMMUNITY,,AL,Randolph,RANDOLPH,36274,123,71.7,4,33.1603,-85.376
015127,BROOKSHIRE HEALTHCARE CENTER,,AL,Madison,MADISON,35805,129,117.2,3,34.7154,-86.63
015128,"NHC HEALTHCARE, MOULTON",,AL,Lawrence,LAWRENCE,35650,136,109.3,5,34.4837,-87.286
015129,ATMORE NURSING CENTER,,AL,Escambia,ESCAMBIA,36502,100,83.2,5,31.0161,-87.476
015132,DIVERSICARE OF OXFORD,,AL,Calhoun,CALHOUN,36203,173,112.8,1,33.6086,-85.83
015133,MAGNOLIA RIDGE,,AL,Jefferson,JEFFERSON,35071,148,42.3,1,33.65,-86.798
015134,BIRMINGHAM NURSING AND REHABILITATION CENTER EAST,,AL,Jefferson,JEFFERSON,35215,132,118.6,2,33.6347,-86.665
015135,JOHN KNOX MANOR INC  I I,,AL,Montgomery,MONTGOMERY,36116,98,62.2,1,32.3229,-86.282
015136,FALKVILLE REHABILITATION AND HEALTHCARE CENTER,,AL,Morgan,MORGAN,35622,116,97.8,1,34.3687,-86.91
015137,ALICEVILLE MANOR NURSING HOME,,AL,Pickens,PICKENS,35442,100,89.9,5,33.1355,-88.168
015138,HENDRIX HEALTH AND REHABILITATION,,AL,Winston,WINSTON,35553,110,100.2,2,34.1697,-87.403
015139,"TALLASSEE HEALTH AND REHABILITATION, LLC",,AL,Elmore,ELMORE,36078,111,99.8,2,32.5699,-85.938
015141,ARBOR WOODS HEALTH AND REHAB,,AL,Pickens,PICKENS,35481,85,50.6,5,33.3818,-88.02
015142,"LINEVILLE HEALTH AND REHABILITATION, LLC",,AL,Clay,CLAY,36266,101,90.9,5,33.3036,-85.759
015143,FOREST MANOR HEALTH AND REHAB,,AL,Tuscaloosa,TUSCALOOSA,35476,182,155.5,3,33.2388,-87.579
015144,THE HEALTHCARE CENTER AT BUCK CREEK,,AL,Shelby,SHELBY,35007,198,186.1,3,33.2537,-86.827
015145,DIVERSICARE OF RIVERCHASE,,AL,Jefferson,JEFFERSON,35244,132,123.9,4,33.3767,-86.788
015147,GLENWOOD CENTER,,AL,Lauderdale,LAUDERDALE,35630,125,102.7,1,34.8334,-87.632
015148,DIVERSICARE OF ARAB,,AL,Marshall,MARSHALL,35016,87,82.4,3,34.313,-86.493
015149,SUNSET MANOR,,AL,Marion,MARION,35563,71,59.5,3,33.97,-87.917
015150,WIREGRASS REHABILITATION CENTER & NURSING HOME,,AL,Geneva,GENEVA,36340,96,65.7,4,31.0449,-85.841
015151,CAMELLIA HEALTH AND REHABILITATION CENTER,,AL,Mobile,MOBILE,36607,170,97.9,3,30.6919,-88.083
015152,EXTENDICARE HEALTH AND REHAB,,AL,Houston,HOUSTON,36302,170,160.6,2,31.2112,-85.39
015153,ARLINGTON REHABILITATION & HEALTHCARE CENTER,,AL,Jefferson,JEFFERSON,35211,117,105.8,4,33.496,-86.849
015154,FAYETTE MEDICAL CENTER LONG TERM CARE UNIT,,AL,Fayette,FAYETTE,35555,122,103.9,5,33.7068,-87.824
015155,"RIDGEVIEW HEALTH SERVICES, INC",,AL,Walker,WALKER,35504,148,140.1,2,33.8599,-87.265
015156,CROWNE HEALTH CARE OF FT PAYNE,,AL,De Kalb,DE KALB,35967,123,102.7,4,34.4549,-85.716
015157,HALEYVILLE HEALTH CARE CENTER,,AL,Winston,WINSTON,35565,97,69.8,4,34.2287,-87.621
015158,DIVERSICARE OF MARION,,AL,Perry,PERRY,36756,71,65.1,4,32.6317,-87.308
015159,DIVERSICARE OF ONEONTA,,AL,Blount,BLOUNT,35121,120,111.2,2,33.9519,-86.466
015160,SYLACAUGA HEALTH AND REHAB SERVICES,,AL,Talladega,TALLADEGA,35150,149,127.8,5,33.1674,-86.267
015162,"TALLADEGA HEALTHCARE CENTER, INC",,AL,Talladega,TALLADEGA,35160,234,226.8,3,33.4294,-86.088
015163,ALBERTVILLE NURSING HOME,,AL,Marshall,MARSHALL,35950,159,155.1,5,34.2636,-86.207
015164,ARABELLA HEALTH & WELLNESS OF BUTLER,,AL,Choctaw,CHOCTAW,36904,120,67.8,5,32.0901,-88.205
015166,DADEVILLE HEALTHCARE CENTER,,AL,Tallapoosa,TALLAPOOSA,36853,144,101.4,3,32.8322,-85.759
015167,MARION REGIONAL NURSING HOME,,AL,Marion,MARION,35570,79,62.7,4,34.1252,-87.993
015168,LITTLE SISTERS OF THE POOR SACRED HEART RESIDENCE,,AL,Mobile,MOBILE,36604,75,44.1,5,30.6842,-88.078
015169,"FLORENCE NURSING AND REHABILITATION CTR,  LLC",,AL,Lauderdale,LAUDERDALE,35630,147,131.9,3,34.8364,-87.649
015171,SOUTHERN SPRINGS HEALTHCARE FACILITY,,AL,Bullock,BULLOCK,36089,123,93.9,5,32.1397,-85.689
015174,COOSA VALLEY HEALTH AND REHAB,,AL,Etowah,ETOWAH,35905,124,66.2,3,33.9541,-85.923
015175,WESLEY PLACE ON HONEYSUCKLE,,AL,Houston,HOUSTON,36305,166,152.3,1,31.2198,-85.435
015176,"CROSSVILLE HEALTH AND REHABILITATION, LLC",,AL,De Kalb,DE KALB,35962,143,136.9,5,34.295,-85.988
015177,WOODHAVEN MANOR NURSING HOME,,AL,Marengo,MARENGO,36732,75,70.5,5,32.5009,-87.839
015178,GREENE COUNTY NURSING HOME,,AL,Greene,GREENE,35462,72,37.5,1,32.8434,-87.889
015179,PARKWOOD HEALTH CARE FACILITY,,AL,Russell,RUSSELL,36867,74,71.0,5,32.4854,-85.023
015180,GADSDEN HEALTH AND REHAB CENTER,,AL,Etowah,ETOWAH,35904,168,137.7,4,33.9898,-86.029
015182,"GEORGIANA HEALTH AND REHABILITATION, LLC",,AL,Butler,BUTLER,36033,91,81.5,4,31.6381,-86.738
015183,PINE HAVEN REHABILITATION AND WELLNESS CENTER,,AL,Mobile,MOBILE,36613,172,144.4,2,30.7635,-88.127
015184,CLOVERDALE REHABILITATION AND NURSING CENTER,,AL,Jackson,JACKSON,35768,141,124.3,4,34.665,-86.049
015186,"GLEN HAVEN HEALTH AND REHABILITATION, LLC",,AL,Tuscaloosa,TUSCALOOSA,35476,200,175.7,1,33.2388,-87.579
015187,"MOUNDVILLE HEALTH AND REHABILITATION, LLC",,AL,Hale,HALE,35474,68,65.7,4,32.9951,-87.631
015188,JACKSON HEALTH CARE FACILITY,,AL,Clarke,CLARKE,36545,91,85.7,4,31.5367,-87.888
015189,DIVERSICARE OF PELL CITY,,AL,St. Clair,ST. CLAIR,35125,94,78.0,2,33.5959,-86.311
015191,BROWN NURSING HOME,,AL,Tallapoosa,TALLAPOOSA,35010,68,63.1,4,32.9521,-85.979
015192,"ARBOR SPRINGS HEALTH AND REHAB CENTER, LTD",,AL,Lee,LEE,36801,225,132.3,2,32.6385,-85.399
015193,CROWNE HEALTH CARE OF GREENVILLE,,AL,Butler,BUTLER,36037,118,91.6,4,31.8425,-86.636
015194,PIEDMONT HEALTH CARE CENTER,,AL,Calhoun,CALHOUN,36272,91,83.2,5,33.9085,-85.609
015195,VILLAGE AT COOK SPRINGS SKILLED NURSING FACILITY,,AL,St. Clair,ST. CLAIR,35125,168,132.9,1,33.6002,-86.391
015196,DIVERSICARE OF LANETT,,AL,Chambers,CHAMBERS,36863,85,83.2,4,32.8576,-85.199
015197,LAFAYETTE EXTENDED CARE,,AL,Chambers,CHAMBERS,36862,69,60.3,2,32.8893,-85.412
015199,CROWNE HEALTH CARE OF EUFAULA,,AL,Barbour,BARBOUR,36027,180,155.8,3,31.8888,-85.158
015200,CHEROKEE COUNTY HEALTH AND REHABILITATION CENTER,,AL,Cherokee,CHEROKEE,35960,185,161.2,2,34.1657,-85.661
015201,"GENERATIONS OF RED BAY, LLC",,AL,Franklin,FRANKLIN,35582,90,54.7,1,34.4502,-88.143
015202,MCGUFFEY HEALTH & REHABILITATION CENTER,,AL,Etowah,ETOWAH,35999,209,175.6,4,33.9713,-86.02
015203,ATTALLA CENTER FOR REHABILITATION AND NURSING,,AL,Etowah,ETOWAH,35954,182,87.0,2,33.985,-86.108
015204,GOODWATER HEALTHCARE CENTER,,AL,Coosa,COOSA,35072,72,62.0,5,33.0675,-86.053
015206,DECATUR HEALTH & REHAB CENTER,,AL,Morgan,MORGAN,35603,119,112.4,1,34.5698,-87.008
015207,COLLINSVILLE HEALTHCARE & REHAB,,AL,De Kalb,DE KALB,35961,200,163.7,2,34.2735,-85.856
015208,"OZARK HEALTH AND REHABILITATION, LLC",,AL,Dale,DALE,36360,149,136.2,3,31.4731,-85.636
015209,DIVERSICARE OF BESSEMER,,AL,Jefferson,JEFFERSON,35020,180,143.8,1,33.3694,-86.992
015210,"OPP HEALTH AND REHABILITATION, LLC",,AL,Covington,COVINGTON,36467,197,159.5,3,31.2934,-86.255
015211,TWIN OAKS REHABILITATION AND HEALTHCARE CENTER,,AL,Mobile,MOBILE,36617,131,120.1,4,30.7168,-88.074
015212,SELF SKILLED NURSING & REHAB,,AL,Jefferson,JEFFERSON,35023,131,97.0,1,33.4582,-86.992
015213,TROY HEALTH & REHABILITATION CENTER,,AL,Pike,PIKE,36079,220,122.1,1,31.7789,-85.963
015214,MADISON MANOR NURSING HOME,,AL,Madison,MADISON,35758,80,73.8,3,34.6839,-86.752
015215,BIBB MEDICAL CENTER NURSING HOME,,AL,Bibb,BIBB,35042,131,107.5,1,32.9509,-87.148
015216,OAKVIEW MANOR HEALTH CARE CENTER,,AL,Dale,DALE,36360,138,103.2,4,31.4287,-85.646
015217,BIRMINGHAM NURSING AND REHABILITATION CTR LLC,,AL,Jefferson,JEFFERSON,35214,132,121.9,1,33.5484,-86.883
015220,CROWNE HEALTH CARE OF THOMASVILLE,,AL,Clarke,CLARKE,36784,80,69.6,5,31.9303,-87.737
015221,"CHAPMAN HEALTHCARE CENTER, INC",,AL,Tallapoosa,TALLAPOOSA,35010,188,149.6,4,32.9095,-85.922
015222,FAIRHOPE HEALTH & REHAB,,AL,Baldwin,BALDWIN,36532,131,73.3,2,30.5216,-87.905
015223,NORTHSIDE HEALTH CARE,,AL,Etowah,ETOWAH,35901,115,103.9,3,34.0418,-85.959
015225,BARFIELD HEALTH CARE,,AL,Marshall,MARSHALL,35976,113,109.8,5,34.4235,-86.263
015227,"GENERATIONS OF VERNON, LLC",,AL,Lamar,LAMAR,35592,158,120.7,1,33.7212,-88.167
015228,Rivertown Health and Rehabilitation Center,,AL,Montgomery,MONTGOMERY,36116,121,106.5,2,32.3179,-86.239
015303,REDMONT HEALTH AND REHABILITATION CENTER,,AL,Jefferson,JEFFERSON,35228,163,103.1,3,33.4758,-86.899
015315,"RIDGEWOOD HEALTH SERVICES, INC.",,AL,Walker,WALKER,35504,98,81.9,3,33.8544,-87.287
015320,ENTERPRISE HEALTH & REHABILITATION CENTER,,AL,Coffee,COFFEE,36331,257,164.2,2,31.3028,-85.837
015321,"SOUTH HAVEN HEALTH AND REHABILITATION, LLC",,AL,Jefferson,JEFFERSON,35226,101,94.2,3,33.4049,-86.808
015322,ENGLEWOOD HEALTH CARE CENTER,,AL,Monroe,MONROE,36460,87,71.2,4,31.4962,-87.32
015326,"PARK MANOR HEALTH AND REHABILITATION, LLC",,AL,Tuscaloosa,TUSCALOOSA,35476,152,138.5,3,33.2398,-87.579
015330,MARENGO NURSING HOME,,AL,Marengo,MARENGO,36748,78,61.7,5,32.3123,-87.798
015331,ARABELLA HEALTH & WELLNESS OF PHENIX CITY,,AL,Russell,RUSSELL,36867,86,83.3,3,32.4951,-85.036
015336,"LUVERNE HEALTH AND REHABILITATION, LLC",,AL,Crenshaw,CRENSHAW,36049,151,138.5,4,31.7163,-86.266
015361,LAUDERDALE CHRISTIAN NURSING HOME,,AL,Lauderdale,LAUDERDALE,35645,58,55.8,4,34.9148,-87.503
015369,OAKS ON PARKWOOD SKILLED NURSING FACILITY,,AL,Jefferson,JEFFERSON,35022,130,122.8,2,33.3426,-86.962
015371,HERITAGE HEALTH CARE & REHAB INC,,AL,Tuscaloosa,TUSCALOOSA,35406,216,137.9,3,33.2283,-87.56
015372,REGENCY HEALTH CARE AND REHABILITATION CENTER,,AL,Madison,MADISON,35810,90,85.1,1,34.7605,-86.593
015373,HENRY COUNTY HEALTH AND REHABILITATION FACILITY,,AL,Henry,HENRY,36310,142,81.6,4,31.5548,-85.253
015374,"THE PINE OF CAMDEN, LLC",,AL,Wilcox,WILCOX,36726,95,61.1,5,32.02,-87.28
015375,ANNISTON HEALTH AND REHAB SERVICES,,AL,Calhoun,CALHOUN,36207,85,79.9,4,33.6549,-85.822
015376,DIVERSICARE OF WINFIELD,,AL,Marion,MARION,35594,123,101.7,4,33.9377,-87.822
015378,MARSHALL MANOR NURSING HOME,,AL,Marshall,MARSHALL,35976,91,85.2,3,34.3163,-86.312
015379,MOBILE NURSING AND REHABILITATION CENTER,,AL,Mobile,MOBILE,36695,120,101.3,2,30.6476,-88.237
015381,WILLOWBROOKE CT SKILLED CARE CTR WESTMINSTER VLG,,AL,Baldwin,BALDWIN,36527,60,10.3,5,30.6669,-87.917
015382,CANTERBURY HEALTH CARE FACILITY,,AL,Russell,RUSSELL,36869,137,129.1,2,32.4478,-85.019
015383,WOODLAND VILLAGE REHABILITATION AND HEALTHCARE CEN,,AL,Cullman,CULLMAN,35056,149,138.0,4,34.1517,-86.846
015386,ADAMS REHABILITATION AND HEALTHCARE CENTER,,AL,Tallapoosa,TALLAPOOSA,35010,88,66.5,5,32.9431,-85.94
015388,EAST GLEN,,AL,Jefferson,JEFFERSON,35235,108,97.3,2,33.5917,-86.668
015390,CAPITOL HILL HEALTHCARE CENTER,,AL,Montgomery,MONTGOMERY,36104,284,218.2,4,32.3716,-86.304
015391,"JACKSONVILLE HEALTH AND REHABILITATION, LLC",,AL,Calhoun,CALHOUN,36265,167,146.7,3,33.8102,-85.764
015392,CYPRESS COVE CARE CENTER,,AL,Colbert,COLBERT,35661,90,76.1,5,34.743,-87.638
015393,CROWNE HEALTH CARE OF MONTGOMERY,,AL,Montgomery,MONTGOMERY,36107,185,156.1,4,32.3862,-86.282
015396,DIVERSICARE OF GREENSBORO,,AL,Hale,HALE,36744,97,77.8,5,32.6999,-87.585
015397,WINDSOR HOUSE,,AL,Madison,MADISON,35805,117,103.7,1,34.7174,-86.629
015398,MONROE MANOR HEALTH & REHABILITATION CENTER,,AL,Monroe,MONROE,36460,84,69.8,4,31.5265,-87.328
015400,MEADOWVIEW NURSING CENTER,,AL,St. Clair,ST. CLAIR,35128,59,56.3,3,33.5863,-86.286
015402,EL REPOSO NURSING FACILITY,,AL,Lauderdale,LAUDERDALE,35634,60,58.5,4,34.7997,-87.676
015403,"PALM GARDENS HEALTH AND REHABILITATION, LLC",,AL,Mobile,MOBILE,36607,100,87.6,5,30.698,-88.102
015404,BARON HOUSE OF HUEYTOWN,,AL,Jefferson,JEFFERSON,35023,50,34.6,4,33.4464,-86.979
015406,"Greenway Health and Rehabilitation Center, LLC",,AL,Mobile,MOBILE,36541,92,73.2,2,30.4906,-88.331
015407,HEALTH CARE INC,,AL,St. Clair,ST. CLAIR,35953,53,49.8,3,33.875,-86.299
015408,"WALKER REHABILITATION CENTER, INC",,AL,Walker,WALKER,35549,59,48.2,1,33.8892,-87.522
015411,SHELBY RIDGE NURSING HOME,,AL,Shelby,SHELBY,35007,131,130.2,2,33.2541,-86.81
015413,LIGHTHOUSE REHABILITATION & HEALTHCARE CENTER,,AL,Dallas,DALLAS,36703,68,56.7,3,32.4432,-87.015
015414,LAFAYETTE NURSING HOME,,AL,Chambers,CHAMBERS,36862,63,51.4,3,32.894,-85.402
015416,ANDALUSIA MANOR,,AL,Covington,COVINGTON,36420,154,97.8,4,31.2815,-86.498
015417,CROWNE HEALTHCARE OF NORTH BALDWIN,,AL,Baldwin,BALDWIN,36507,75,68.3,3,30.8746,-87.776
015419,HARTFORD HEALTH CARE,,AL,Geneva,GENEVA,36344,86,80.3,5,31.1007,-85.678
015420,CUMBERLAND HEALTH AND REHAB,,AL,Jackson,JACKSON,35740,100,82.2,2,34.9459,-85.72
015422,TLC NURSING CENTER,,AL,Blount,BLOUNT,35121,103,96.2,2,33.9642,-86.456
015423,BROOKDALE UNIVERSITY PARK SNF (AL),,AL,Jefferson,JEFFERSON,35209,66,57.6,2,33.4583,-86.797
015424,ROANOKE REHABILITATION & HEALTHCARE CENTER,,AL,Randolph,RANDOLPH,36274,65,52.6,2,33.1417,-85.384
015425,WESTSIDE TERRACE HEALTH & REHABILITATION CENTER,,AL,Houston,HOUSTON,36303,165,157.4,4,31.241,-85.455
015426,CROWNE HEALTH CARE OF SPRINGHILL,,AL,Mobile,MOBILE,36608,46,42.6,5,30.6857,-88.133
015429,KENSINGTON HEALTH AND REHABILITATION,,AL,Mobile,MOBILE,36603,120,112.3,5,30.6947,-88.051
015431,"VALLEY VIEW HEALTH AND REHABILITATION, LLC",,AL,Madison,MADISON,35757,155,145.8,4,34.7556,-86.75
015433,ST MARTIN'S IN THE PINES,,AL,Jefferson,JEFFERSON,35210,128,95.4,1,33.5268,-86.718
015434,LYNWOOD REHABILITATION AND HEALTHCARE CENTER,,AL,Mobile,MOBILE,36693,127,113.5,2,30.6261,-88.137
015435,SPRINGHILL SENIOR RESIDENCE,,AL,Mobile,MOBILE,36608,151,77.3,4,30.6855,-88.136
015436,HILLVIEW TERRACE,,AL,Montgomery,MONTGOMERY,36109,143,139.0,2,32.3805,-86.247
015437,FOLSOM REHABILITATION AND HEALTHCARE CENTER,,AL,Cullman,CULLMAN,35055,102,91.1,4,34.174,-86.844
015440,"HUNTSVILLE HEALTH & REHABILITATION, LLC",,AL,Madison,MADISON,35802,105,98.5,3,34.679,-86.578
015442,ORCHARD REHABILITATION & HEALTHCARE CENTER,,AL,Lowndes,LOWNDES,36040,72,58.0,4,32.1877,-86.569
015443,ROBERTSDALE REHABILITATION & HEALTHCARE CTR,,AL,Baldwin,BALDWIN,36567,152,120.5,2,30.5694,-87.631
015445,CHERRY HILL REHABILITATION & HEALTHCARE CENTER,,AL,Jefferson,JEFFERSON,35214,117,105.9,2,33.5734,-86.893
015446,GREENBRIAR AT THE ALTAMONT SKILLED NURSING FACILIT,,AL,Jefferson,JEFFERSON,35205,95,89.9,3,33.5061,-86.782
015447,ALTERA HEALTH AND REHABILITATION CENTER,,AL,Baldwin,BALDWIN,36532,83,58.7,4,30.5547,-87.9
015448,SOUTH HAMPTON NURSING & REHABILITATION CENTER,,AL,Madison,MADISON,35763,81,76.5,3,34.5872,-86.453
015450,WILLOWBROOKE CT SKILLED CARE CTR AT MAGNOLIA TRACE,,AL,Madison,MADISON,35802,59,16.7,5,34.6685,-86.56
015451,FLORALA HEALTH AND REHABILITATION LLC,,AL,Covington,COVINGTON,36442,85,76.2,3,31.001,-86.311
015452,ARBOR LAKE HEALTH AND REHAB,,AL,Lee,LEE,36830,87,78.1,3,32.6349,-85.449
015453,"COLUMBIANA HEALTH AND REHABILITATION, LLC",,AL,Shelby,SHELBY,35051,63,61.1,4,33.1951,-86.591
015454,FAIRVIEW AT REDSTONE VILLAGE,,AL,Madison,MADISON,35803,56,53.2,4,34.6052,-86.559
015455,ELITE NURSING AND REHABILITATION CARE CENTER,,AL,Jefferson,JEFFERSON,35209,143,126.4,1,33.4651,-86.769
015456,"GULF COAST HEALTH AND REHABILITATION, LLC",,AL,Mobile,MOBILE,36695,100,93.0,2,30.6611,-88.214
015457,KIRKWOOD BY THE RIVER,,AL,Jefferson,JEFFERSON,35210,61,55.2,3,33.5401,-86.639
015458,THE HEALTH CENTER AT RESEARCH PARK,,AL,Madison,MADISON,35806,91,84.7,1,34.7535,-86.662
015459,GALLERIA WOODS SKILLED NURSING FACILITY,,AL,Jefferson,JEFFERSON,35244,30,25.7,3,33.3686,-86.817
015460,CHARLTON PLACE REHAB AND HEALTHCARE CENTER,,AL,Elmore,ELMORE,36022,65,61.3,5,32.5047,-86.416
015461,LEGACY HEALTH AND REHABILITATION OF PLEASANT GROVE,,AL,Jefferson,JEFFERSON,35127,189,131.7,1,33.4896,-86.957
015463,KNOLLWOOD HEALTHCARE,,AL,Mobile,MOBILE,36693,71,56.7,,30.6249,-88.174
015464,"ASPIRE PHYSICAL RECOVERY CENTER AT HOOVER, LLC",,AL,Jefferson,JEFFERSON,35226,118,112.3,1,33.4092,-86.809
015465,ASPIRE PHYSICAL RECOVERY CENTER OF WEST ALABAMA,,AL,Tuscaloosa,TUSCALOOSA,35476,75,68.0,4,33.2312,-87.569
015467,CAVALIER HEALTHCARE OF TRUSSVILLE,,AL,Jefferson,JEFFERSON,35173,125,121.8,2,33.614,-86.609
015468,ASPIRE PHYSICAL RECOVERY CENTER AT CAHABA RIVER,,AL,Jefferson,JEFFERSON,35243,120,112.2,1,33.4291,-86.736
