county_fips,state_abbr,county_name,county_name_norm,year,total_population,pop_65_plus,pct_pop_65_plus
13213,GA,Murray County,MURRAY,2023,41072,6366,0.154996
13213,GA,Murray County,MURRAY,2024,41316,6404,0.155
13215,GA,Muscogee County,MUSCOGEE,2020,207015,32088,0.155003
13215,GA,Muscogee County,MUSCOGEE,2021,205094,31790,0.155002
13215,GA,Muscogee County,MUSCOGEE,2022,202658,31412,0.155
13215,GA,Muscogee County,MUSCOGEE,2023,201959,31304,0.155002
13215,GA,Muscogee County,MUSCOGEE,2024,201830,31284,0.155002
13217,GA,Newton County,NEWTON,2020,112897,17499,0.155
13217,GA,Newton County,NEWTON,2021,115356,17881,0.155007
13217,GA,Newton County,NEWTON,2022,117970,18286,0.155006
13217,GA,Newton County,NEWTON,2023,120529,18682,0.155
13217,GA,Newton County,NEWTON,2024,124010,19222,0.155004
13219,GA,Oconee County,OCONEE,2020,42025,6513,0.154979
13219,GA,Oconee County,OCONEE,2021,43049,6672,0.154986
13219,GA,Oconee County,OCONEE,2022,43676,6769,0.154982
13219,GA,Oconee County,OCONEE,2023,44256,6859,0.154985
13219,GA,Oconee County,OCONEE,2024,44751,6936,0.154991
13221,GA,Oglethorpe County,OGLETHORPE,2020,14867,2305,0.155041
13221,GA,Oglethorpe County,OGLETHORPE,2021,15187,2354,0.155001
13221,GA,Oglethorpe County,OGLETHORPE,2022,15532,2408,0.155035
13221,GA,Oglethorpe County,OGLETHORPE,2023,15788,2447,0.154991
13221,GA,Oglethorpe County,OGLETHORPE,2024,16172,2507,0.155021
13223,GA,Paulding County,PAULDING,2020,169576,26284,0.154998
13223,GA,Paulding County,PAULDING,2021,173998,26970,0.155002
13223,GA,Paulding County,PAULDING,2022,178885,27727,0.154999
13223,GA,Paulding County,PAULDING,2023,183535,28448,0.155
13223,GA,Paulding County,PAULDING,2024,188549,29225,0.154999
13225,GA,Peach County,PEACH,2020,28042,4346,0.154982
13225,GA,Peach County,PEACH,2021,28254,4379,0.154987
13225,GA,Peach County,PEACH,2022,28484,4415,0.154999
13225,GA,Peach County,PEACH,2023,28807,4465,0.154997
13225,GA,Peach County,PEACH,2024,29213,4528,0.154999
13227,GA,Pickens County,PICKENS,2020,33347,5169,0.155006
13227,GA,Pickens County,PICKENS,2021,34035,5276,0.155017
13227,GA,Pickens County,PICKENS,2022,34817,5397,0.15501
13227,GA,Pickens County,PICKENS,2023,35975,5576,0.154997
13227,GA,Pickens County,PICKENS,2024,36580,5670,0.155003
13229,GA,Pierce County,PIERCE,2020,19746,3061,0.155019
13229,GA,Pierce County,PIERCE,2021,19978,3097,0.155021
13229,GA,Pierce County,PIERCE,2022,20176,3128,0.155036
13229,GA,Pierce County,PIERCE,2023,20443,3169,0.155016
13229,GA,Pierce County,PIERCE,2024,20669,3204,0.155015
13231,GA,Pike County,PIKE,2020,18943,2936,0.154991
13231,GA,Pike County,PIKE,2021,19545,3030,0.155027
13231,GA,Pike County,PIKE,2022,19936,3090,0.154996
13231,GA,Pike County,PIKE,2023,20422,3166,0.155029
13231,GA,Pike County,PIKE,2024,20669,3204,0.155015
13233,GA,Polk County,POLK,2020,42922,6653,0.155002
13233,GA,Polk County,POLK,2021,43322,6715,0.155002
13233,GA,Polk County,POLK,2022,43706,6775,0.155013
13233,GA,Polk County,POLK,2023,44363,6877,0.155017
13233,GA,Polk County,POLK,2024,44610,6915,0.15501
13235,GA,Pulaski County,PULASKI,2020,9874,1531,0.155054
13235,GA,Pulaski County,PULASKI,2021,9572,1484,0.155036
13235,GA,Pulaski County,PULASKI,2022,9953,1543,0.155029
13235,GA,Pulaski County,PULASKI,2023,10114,1568,0.155033
13235,GA,Pulaski County,PULASKI,2024,10180,1578,0.15501
13237,GA,Putnam County,PUTNAM,2020,22166,3435,0.154967
13237,GA,Putnam County,PUTNAM,2021,22614,3505,0.154992
13237,GA,Putnam County,PUTNAM,2022,22928,3553,0.154963
13237,GA,Putnam County,PUTNAM,2023,23183,3593,0.154984
13237,GA,Putnam County,PUTNAM,2024,23383,3624,0.154984
13239,GA,Quitman County,QUITMAN,2020,2224,345,0.155126
13239,GA,Quitman County,QUITMAN,2021,2239,347,0.15498
13239,GA,Quitman County,QUITMAN,2022,2254,349,0.154836
13239,GA,Quitman County,QUITMAN,2023,2278,353,0.15496
13239,GA,Quitman County,QUITMAN,2024,2323,360,0.154972
13241,GA,Rabun County,RABUN,2020,16913,2621,0.15497
13241,GA,Rabun County,RABUN,2021,17119,2653,0.154974
13241,GA,Rabun County,RABUN,2022,17292,2680,0.154985
13241,GA,Rabun County,RABUN,2023,17525,2716,0.154979
13241,GA,Rabun County,RABUN,2024,17711,2745,0.154988
13243,GA,Randolph County,RANDOLPH,2020,6364,986,0.154934
13243,GA,Randolph County,RANDOLPH,2021,6262,970,0.154903
13243,GA,Randolph County,RANDOLPH,2022,6155,954,0.154996
13243,GA,Randolph County,RANDOLPH,2023,6113,947,0.154916
13243,GA,Randolph County,RANDOLPH,2024,6085,943,0.154971
13245,GA,Richmond County,RICHMOND,2020,206557,32016,0.154998
13245,GA,Richmond County,RICHMOND,2021,205331,31826,0.154999
13245,GA,Richmond County,RICHMOND,2022,206510,32009,0.155
13245,GA,Richmond County,RICHMOND,2023,205646,31875,0.154999
13245,GA,Richmond County,RICHMOND,2024,206303,31977,0.155
13247,GA,Rockdale County,ROCKDALE,2020,93617,14511,0.155004
13247,GA,Rockdale County,ROCKDALE,2021,93899,14555,0.155007
13247,GA,Rockdale County,ROCKDALE,2022,95016,14728,0.155005
13247,GA,Rockdale County,ROCKDALE,2023,96263,14921,0.155002
13247,GA,Rockdale County,ROCKDALE,2024,97610,15130,0.155005
13249,GA,Schley County,SCHLEY,2020,4538,703,0.154914
13249,GA,Schley County,SCHLEY,2021,4488,696,0.15508
13249,GA,Schley County,SCHLEY,2022,4503,698,0.155008
13249,GA,Schley County,SCHLEY,2023,4534,703,0.155051
13249,GA,Schley County,SCHLEY,2024,4503,698,0.155008
13251,GA,Screven County,SCREVEN,2020,14079,2182,0.154983
13251,GA,Screven County,SCREVEN,2021,14067,2180,0.154973
13251,GA,Screven County,SCREVEN,2022,13977,2166,0.154969
13251,GA,Screven County,SCREVEN,2023,14204,2201,0.154956
13251,GA,Screven County,SCREVEN,2024,14325,2220,0.154974
13253,GA,Seminole County,SEMINOLE,2020,9133,1415,0.154933
13253,GA,Seminole County,SEMINOLE,2021,9166,1420,0.15492
13253,GA,Seminole County,SEMINOLE,2022,9129,1415,0.155001
13253,GA,Seminole County,SEMINOLE,2023,9080,1407,0.154956
13253,GA,Seminole County,SEMINOLE,2024,9274,1437,0.154949
13255,GA,Spalding County,SPALDING,2020,67465,10457,0.154999
13255,GA,Spalding County,SPALDING,2021,67698,10493,0.154997
13255,GA,Spalding County,SPALDING,2022,69015,10697,0.154995
13255,GA,Spalding County,SPALDING,2023,69992,10849,0.155003
13255,GA,Spalding County,SPALDING,2024,70292,10895,0.154996
13257,GA,Stephens County,STEPHENS,2020,26816,4156,0.154982
13257,GA,Stephens County,STEPHENS,2021,26769,4149,0.154993
13257,GA,Stephens County,STEPHENS,2022,26724,4142,0.154992
13257,GA,Stephens County,STEPHENS,2023,27255,4224,0.154981
13257,GA,Stephens County,STEPHENS,2024,27498,4262,0.154993
13259,GA,Stewart County,STEWART,2020,5294,820,0.154892
13259,GA,Stewart County,STEWART,2021,5029,779,0.154902
13259,GA,Stewart County,STEWART,2022,4667,723,0.154918
13259,GA,Stewart County,STEWART,2023,4697,728,0.154993
13259,GA,Stewart County,STEWART,2024,4809,745,0.154918
13261,GA,Sumter County,SUMTER,2020,29522,4576,0.155003
13261,GA,Sumter County,SUMTER,2021,28989,4494,0.155024
13261,GA,Sumter County,SUMTER,2022,28880,4477,0.155021
13261,GA,Sumter County,SUMTER,2023,28942,4486,0.155
13261,GA,Sumter County,SUMTER,2024,28972,4491,0.155012
13263,GA,Talbot County,TALBOT,2020,5725,887,0.154934
13263,GA,Talbot County,TALBOT,2021,5757,892,0.154942
13263,GA,Talbot County,TALBOT,2022,5759,893,0.155062
13263,GA,Talbot County,TALBOT,2023,5715,886,0.155031
13263,GA,Talbot County,TALBOT,2024,5755,892,0.154996
13265,GA,Taliaferro County,TALIAFERRO,2020,1558,241,0.154685
13265,GA,Taliaferro County,TALIAFERRO,2021,1567,243,0.155073
13265,GA,Taliaferro County,TALIAFERRO,2022,1600,248,0.155
13265,GA,Taliaferro County,TALIAFERRO,2023,1601,248,0.154903
13265,GA,Taliaferro County,TALIAFERRO,2024,1620,251,0.154938
13267,GA,Tattnall County,TATTNALL,2020,24325,3771,0.155026
13267,GA,Tattnall County,TATTNALL,2021,24100,3736,0.155021
13267,GA,Tattnall County,TATTNALL,2022,24012,3722,0.155006
13267,GA,Tattnall County,TATTNALL,2023,24328,3771,0.155007
13267,GA,Tattnall County,TATTNALL,2024,24275,3763,0.155015
13269,GA,Taylor County,TAYLOR,2020,7819,1212,0.155007
13269,GA,Taylor County,TAYLOR,2021,7770,1204,0.154955
13269,GA,Taylor County,TAYLOR,2022,7767,1204,0.155015
13269,GA,Taylor County,TAYLOR,2023,7793,1208,0.155011
13269,GA,Taylor County,TAYLOR,2024,7783,1206,0.154953
13271,GA,Telfair County,TELFAIR,2020,12453,1930,0.154983
13271,GA,Telfair County,TELFAIR,2021,12319,1909,0.154964
13271,GA,Telfair County,TELFAIR,2022,12416,1924,0.154961
13271,GA,Telfair County,TELFAIR,2023,11795,1828,0.154981
13271,GA,Telfair County,TELFAIR,2024,11000,1705,0.155
13273,GA,Terrell County,TERRELL,2020,9140,1417,0.155033
13273,GA,Terrell County,TERRELL,2021,8927,1383,0.154923
13273,GA,Terrell County,TERRELL,2022,8782,1361,0.154976
13273,GA,Terrell County,TERRELL,2023,8704,1349,0.154986
13273,GA,Terrell County,TERRELL,2024,8698,1348,0.154978
13275,GA,Thomas County,THOMAS,2020,45786,7096,0.154982
13275,GA,Thomas County,THOMAS,2021,45835,7104,0.154991
13275,GA,Thomas County,THOMAS,2022,45542,7059,0.155
13275,GA,Thomas County,THOMAS,2023,45666,7078,0.154995
13275,GA,Thomas County,THOMAS,2024,46054,7138,0.154992
13277,GA,Tift County,TIFT,2020,41391,6416,0.15501
13277,GA,Tift County,TIFT,2021,41095,6370,0.155007
13277,GA,Tift County,TIFT,2022,41378,6414,0.15501
13277,GA,Tift County,TIFT,2023,41620,6451,0.154998
13277,GA,Tift County,TIFT,2024,41708,6465,0.155006
13279,GA,Toombs County,TOOMBS,2020,27085,4199,0.15503
13279,GA,Toombs County,TOOMBS,2021,26854,4163,0.155023
13279,GA,Toombs County,TOOMBS,2022,26881,4167,0.155017
13279,GA,Toombs County,TOOMBS,2023,27198,4216,0.155011
13279,GA,Toombs County,TOOMBS,2024,27488,4261,0.155013
13281,GA,Towns County,TOWNS,2020,12551,1946,0.155047
13281,GA,Towns County,TOWNS,2021,12880,1997,0.155047
13281,GA,Towns County,TOWNS,2022,12944,2007,0.155053
13281,GA,Towns County,TOWNS,2023,13007,2017,0.15507
13281,GA,Towns County,TOWNS,2024,13184,2044,0.155036
13283,GA,Treutlen County,TREUTLEN,2020,6393,991,0.155013
13283,GA,Treutlen County,TREUTLEN,2021,6364,986,0.154934
13283,GA,Treutlen County,TREUTLEN,2022,6353,985,0.155045
13283,GA,Treutlen County,TREUTLEN,2023,6351,984,0.154936
13283,GA,Treutlen County,TREUTLEN,2024,6420,995,0.154984
13285,GA,Troup County,TROUP,2020,69348,10749,0.155001
13285,GA,Troup County,TROUP,2021,69535,10778,0.155001
13285,GA,Troup County,TROUP,2022,70297,10897,0.155014
13285,GA,Troup County,TROUP,2023,70957,10999,0.155009
13285,GA,Troup County,TROUP,2024,71513,11085,0.155007
13287,GA,Turner County,TURNER,2020,8985,1393,0.155036
13287,GA,Turner County,TURNER,2021,8920,1383,0.155045
13287,GA,Turner County,TURNER,2022,8842,1371,0.155055
13287,GA,Turner County,TURNER,2023,8926,1384,0.155053
13287,GA,Turner County,TURNER,2024,9023,1399,0.155048
13289,GA,Twiggs County,TWIGGS,2020,8011,1242,0.155037
13289,GA,Twiggs County,TWIGGS,2021,7880,1222,0.155076
13289,GA,Twiggs County,TWIGGS,2022,7688,1192,0.155047
13289,GA,Twiggs County,TWIGGS,2023,7706,1195,0.155074
13289,GA,Twiggs County,TWIGGS,2024,7728,1198,0.155021
13291,GA,Union County,UNION,2020,24801,3844,0.154994
13291,GA,Union County,UNION,2021,25605,3969,0.155009
13291,GA,Union County,UNION,2022,26400,4092,0.155
13291,GA,Union County,UNION,2023,27115,4203,0.155006
13291,GA,Union County,UNION,2024,27601,4278,0.154994
13293,GA,Upson County,UPSON,2020,27740,4299,0.154975
13293,GA,Upson County,UPSON,2021,27685,4291,0.154994
13293,GA,Upson County,UPSON,2022,28098,4355,0.154993
13293,GA,Upson County,UPSON,2023,28265,4381,0.154997
13293,GA,Upson County,UPSON,2024,28358,4395,0.154983
13295,GA,Walker County,WALKER,2020,67747,10501,0.155003
13295,GA,Walker County,WALKER,2021,68425,10606,0.155002
13295,GA,Walker County,WALKER,2022,68887,10678,0.155007
13295,GA,Walker County,WALKER,2023,69410,10759,0.155006
13295,GA,Walker County,WALKER,2024,69340,10748,0.155004
13297,GA,Walton County,WALTON,2020,97136,15056,0.154999
13297,GA,Walton County,WALTON,2021,99804,15470,0.155004
13297,GA,Walton County,WALTON,2022,103056,15974,0.155003
13297,GA,Walton County,WALTON,2023,106778,16551,0.155004
13297,GA,Walton County,WALTON,2024,109792,17018,0.155002
13299,GA,Ware County,WARE,2020,36231,5615,0.154978
13299,GA,Ware County,WARE,2021,35554,5510,0.154976
13299,GA,Ware County,WARE,2022,35608,5519,0.154993
13299,GA,Ware County,WARE,2023,36263,5620,0.154979
13299,GA,Ware County,WARE,2024,36222,5614,0.154989
13301,GA,Warren County,WARREN,2020,5212,808,0.155027
13301,GA,Warren County,WARREN,2021,5215,808,0.154938
13301,GA,Warren County,WARREN,2022,5168,801,0.154992
13301,GA,Warren County,WARREN,2023,5108,792,0.155051
13301,GA,Warren County,WARREN,2024,5148,798,0.155012
13303,GA,Washington County,WASHINGTON,2020,19957,3093,0.154983
13303,GA,Washington County,WASHINGTON,2021,19772,3064,0.154967
13303,GA,Washington County,WASHINGTON,2022,19791,3067,0.154969
13303,GA,Washington County,WASHINGTON,2023,19891,3083,0.154995
13303,GA,Washington County,WASHINGTON,2024,19834,3074,0.154986
13305,GA,Wayne County,WAYNE,2020,30146,4672,0.154979
13305,GA,Wayne County,WAYNE,2021,30231,4685,0.154973
13305,GA,Wayne County,WAYNE,2022,30786,4771,0.154973
13305,GA,Wayne County,WAYNE,2023,31449,4874,0.154981
13305,GA,Wayne County,WAYNE,2024,32132,4980,0.154986
13307,GA,Webster County,WEBSTER,2020,2352,365,0.155187
13307,GA,Webster County,WEBSTER,2021,2364,367,0.155245
13307,GA,Webster County,WEBSTER,2022,2351,365,0.155253
13307,GA,Webster County,WEBSTER,2023,2367,367,0.155049
13307,GA,Webster County,WEBSTER,2024,2315,359,0.155076
13309,GA,Wheeler County,WHEELER,2020,7451,1155,0.155013
13309,GA,Wheeler County,WHEELER,2021,7742,1200,0.154999
13309,GA,Wheeler County,WHEELER,2022,7355,1140,0.154997
13309,GA,Wheeler County,WHEELER,2023,7097,1100,0.154995
13309,GA,Wheeler County,WHEELER,2024,7076,1097,0.155031
13311,GA,White County,WHITE,2020,28114,4358,0.155012
13311,GA,White County,WHITE,2021,28404,4403,0.155013
13311,GA,White County,WHITE,2022,28810,4466,0.155016
13311,GA,White County,WHITE,2023,29056,4504,0.155011
13311,GA,White County,WHITE,2024,29668,4599,0.155016
13313,GA,Whitfield County,WHITFIELD,2020,102794,15933,0.154999
13313,GA,Whitfield County,WHITFIELD,2021,102729,15923,0.155
13313,GA,Whitfield County,WHITFIELD,2022,103252,16004,0.154999
13313,GA,Whitfield County,WHITFIELD,2023,104147,16143,0.155002
13313,GA,Whitfield County,WHITFIELD,2024,105070,16286,0.155001
13315,GA,Wilcox County,WILCOX,2020,8792,1363,0.155027
13315,GA,Wilcox County,WILCOX,2021,8745,1355,0.154946
13315,GA,Wilcox County,WILCOX,2022,8747,1356,0.155025
13315,GA,Wilcox County,WILCOX,2023,8801,1364,0.154982
13315,GA,Wilcox County,WILCOX,2024,8904,1380,0.154987
13317,GA,Wilkes County,WILKES,2020,9551,1481,0.155062
13317,GA,Wilkes County,WILKES,2021,9490,1471,0.155005
13317,GA,Wilkes County,WILKES,2022,9585,1486,0.155034
13317,GA,Wilkes County,WILKES,2023,9552,1481,0.155046
13317,GA,Wilkes County,WILKES,2024,9567,1483,0.155012
13319,GA,Wilkinson County,WILKINSON,2020,8839,1370,0.154995
13319,GA,Wilkinson County,WILKINSON,2021,8794,1363,0.154992
13319,GA,Wilkinson County,WILKINSON,2022,8689,1346,0.154909
13319,GA,Wilkinson County,WILKINSON,2023,8747,1355,0.15491
13319,GA,Wilkinson County,WILKINSON,2024,8667,1343,0.154956
13321,GA,Worth County,WORTH,2020,20734,3214,0.155011
13321,GA,Worth County,WORTH,2021,20568,3188,0.154998
13321,GA,Worth County,WORTH,2022,20420,3165,0.154995
13321,GA,Worth County,WORTH,2023,20271,3142,0.155
13321,GA,Worth County,WORTH,2024,20262,3141,0.155019
15001,HI,Hawaii County,HAWAII,2020,200754,37139,0.184998
15001,HI,Hawaii County,HAWAII,2021,203933,37727,0.184997
15001,HI,Hawaii County,HAWAII,2022,206324,38170,0.185
15001,HI,Hawaii County,HAWAII,2023,208043,38488,0.185
15001,HI,Hawaii County,HAWAII,2024,209790,38811,0.184999
15003,HI,Honolulu County,HONOLULU,2020,1012407,187295,0.185
15003,HI,Honolulu County,HONOLULU,2021,1004349,185804,0.184999
15003,HI,Honolulu County,HONOLULU,2022,995652,184195,0.184999
15003,HI,Honolulu County,HONOLULU,2023,994576,183996,0.184999
15003,HI,Honolulu County,HONOLULU,2024,998747,184768,0.185
15005,HI,Kalawao County,KALAWAO,2020,864,15,0.017361
15005,HI,Kalawao County,KALAWAO,2021,864,15,0.017361
15005,HI,Kalawao County,KALAWAO,2022,864,15,0.017361
15005,HI,Kalawao County,KALAWAO,2023,864,15,0.017361
15005,HI,Kalawao County,KALAWAO,2024,864,15,0.017361
15007,HI,Kauai County,KAUAI,2020,73209,13543,0.184991
15007,HI,Kauai County,KAUAI,2021,73851,13662,0.184994
15007,HI,Kauai County,KAUAI,2022,73823,13657,0.184997
15007,HI,Kauai County,KAUAI,2023,73933,13677,0.184992
15007,HI,Kauai County,KAUAI,2024,73840,13660,0.184995
15009,HI,Maui County,MAUI,2020,164802,30488,0.184998
15009,HI,Maui County,MAUI,2021,164815,30490,0.184995
15009,HI,Maui County,MAUI,2022,164479,30428,0.184996
15009,HI,Maui County,MAUI,2023,164754,30479,0.184997
15009,HI,Maui County,MAUI,2024,163688,30282,0.184998
16001,ID,Ada County,ADA,2020,498301,84711,0.17
16001,ID,Ada County,ADA,2021,513098,87227,0.170001
16001,ID,Ada County,ADA,2022,520788,88534,0.17
16001,ID,Ada County,ADA,2023,526690,89537,0.169999
16001,ID,Ada County,ADA,2024,535799,91086,0.17
16003,ID,Adams County,ADAMS,2020,4425,753,0.170169
16003,ID,Adams County,ADAMS,2021,4621,786,0.170093
16003,ID,Adams County,ADAMS,2022,4780,813,0.170084
16003,ID,Adams County,ADAMS,2023,4898,833,0.170069
16003,ID,Adams County,ADAMS,2024,4998,850,0.170068
16005,ID,Bannock County,BANNOCK,2020,87281,14838,0.170003
16005,ID,Bannock County,BANNOCK,2021,88523,15049,0.170001
16005,ID,Bannock County,BANNOCK,2022,89871,15278,0.169999
16005,ID,Bannock County,BANNOCK,2023,90585,15400,0.170006
16005,ID,Bannock County,BANNOCK,2024,91010,15472,0.170003
16007,ID,Bear Lake County,BEAR LAKE,2020,6367,1082,0.169939
16007,ID,Bear Lake County,BEAR LAKE,2021,6569,1116,0.169889
16007,ID,Bear Lake County,BEAR LAKE,2022,6751,1147,0.169901
16007,ID,Bear Lake County,BEAR LAKE,2023,6783,1153,0.169984
16007,ID,Bear Lake County,BEAR LAKE,2024,6779,1152,0.169937
16009,ID,Benewah County,BENEWAH,2020,9579,1628,0.169955
16009,ID,Benewah County,BENEWAH,2021,9900,1683,0.17
16009,ID,Benewah County,BENEWAH,2022,10301,1751,0.169983
16009,ID,Benewah County,BENEWAH,2023,10400,1768,0.17
16009,ID,Benewah County,BENEWAH,2024,10529,1790,0.170007
16011,ID,Bingham County,BINGHAM,2020,48099,8177,0.170004
16011,ID,Bingham County,BINGHAM,2021,48938,8319,0.169991
16011,ID,Bingham County,BINGHAM,2022,49997,8499,0.16999
16011,ID,Bingham County,BINGHAM,2023,50398,8568,0.170007
16011,ID,Bingham County,BINGHAM,2024,50889,8651,0.169997
16013,ID,Blaine County,BLAINE,2020,24345,4138,0.169973
16013,ID,Blaine County,BLAINE,2021,24784,4213,0.169989
16013,ID,Blaine County,BLAINE,2022,25186,4281,0.169975
16013,ID,Blaine County,BLAINE,2023,25180,4280,0.169976
16013,ID,Blaine County,BLAINE,2024,25261,4294,0.169985
16015,ID,Boise County,BOISE,2020,7663,1303,0.170038
16015,ID,Boise County,BOISE,2021,8133,1383,0.170048
16015,ID,Boise County,BOISE,2022,8426,1433,0.170069
16015,ID,Boise County,BOISE,2023,8560,1455,0.169977
16015,ID,Boise County,BOISE,2024,8581,1459,0.170027
16017,ID,Bonner County,BONNER,2020,47411,8060,0.170003
16017,ID,Bonner County,BONNER,2021,49649,8440,0.169993
16017,ID,Bonner County,BONNER,2022,51521,8758,0.169989
16017,ID,Bonner County,BONNER,2023,52709,8960,0.16999
16017,ID,Bonner County,BONNER,2024,53955,9172,0.169994
16019,ID,Bonneville County,BONNEVILLE,2020,124736,21205,0.169999
16019,ID,Bonneville County,BONNEVILLE,2021,128072,21772,0.169998
16019,ID,Bonneville County,BONNEVILLE,2022,129690,22047,0.169998
16019,ID,Bonneville County,BONNEVILLE,2023,131475,22350,0.169994
16019,ID,Bonneville County,BONNEVILLE,2024,133644,22719,0.169996
16021,ID,Boundary County,BOUNDARY,2020,12141,2064,0.170002
16021,ID,Boundary County,BOUNDARY,2021,12627,2147,0.170032
16021,ID,Boundary County,BOUNDARY,2022,13377,2274,0.169993
16021,ID,Boundary County,BOUNDARY,2023,13677,2325,0.169993
16021,ID,Boundary County,BOUNDARY,2024,14040,2387,0.170014
16023,ID,Butte County,BUTTE,2020,2583,439,0.169957
16023,ID,Butte County,BUTTE,2021,2665,453,0.169981
16023,ID,Butte County,BUTTE,2022,2692,458,0.170134
16023,ID,Butte County,BUTTE,2023,2747,467,0.170004
16023,ID,Butte County,BUTTE,2024,2735,465,0.170018
16025,ID,Camas County,CAMAS,2020,1084,184,0.169742
16025,ID,Camas County,CAMAS,2021,1137,193,0.169745
16025,ID,Camas County,CAMAS,2022,1168,199,0.170377
16025,ID,Camas County,CAMAS,2023,1232,209,0.169643
16025,ID,Camas County,CAMAS,2024,1247,212,0.170008
16027,ID,Canyon County,CANYON,2020,233031,39616,0.170003
16027,ID,Canyon County,CANYON,2021,243752,41438,0.170001
16027,ID,Canyon County,CANYON,2022,251532,42761,0.170002
16027,ID,Canyon County,CANYON,2023,258742,43986,0.169999
16027,ID,Canyon County,CANYON,2024,266892,45372,0.170001
16029,ID,Caribou County,CARIBOU,2020,7016,1193,0.17004
16029,ID,Caribou County,CARIBOU,2021,7115,1210,0.170063
16029,ID,Caribou County,CARIBOU,2022,7208,1226,0.170089
16029,ID,Caribou County,CARIBOU,2023,7233,1230,0.170054
16029,ID,Caribou County,CARIBOU,2024,7239,1231,0.170051
16031,ID,Cassia County,CASSIA,2020,24755,4208,0.169986
16031,ID,Cassia County,CASSIA,2021,25242,4291,0.169994
16031,ID,Cassia County,CASSIA,2022,25625,4356,0.16999
16031,ID,Cassia County,CASSIA,2023,25817,4389,0.170004
16031,ID,Cassia County,CASSIA,2024,25976,4416,0.170003
16033,ID,Clark County,CLARK,2020,864,135,0.15625
16033,ID,Clark County,CLARK,2021,864,135,0.15625
16033,ID,Clark County,CLARK,2022,864,135,0.15625
16033,ID,Clark County,CLARK,2023,864,135,0.15625
16033,ID,Clark County,CLARK,2024,864,135,0.15625
16035,ID,Clearwater County,CLEARWATER,2020,8752,1488,0.170018
16035,ID,Clearwater County,CLEARWATER,2021,8927,1518,0.170046
16035,ID,Clearwater County,CLEARWATER,2022,9034,1536,0.170024
16035,ID,Clearwater County,CLEARWATER,2023,9192,1563,0.170039
16035,ID,Clearwater County,CLEARWATER,2024,9151,1556,0.170036
16037,ID,Custer County,CUSTER,2020,4269,725,0.169829
16037,ID,Custer County,CUSTER,2021,4444,755,0.169892
16037,ID,Custer County,CUSTER,2022,4503,765,0.169887
16037,ID,Custer County,CUSTER,2023,4531,770,0.16994
16037,ID,Custer County,CUSTER,2024,4597,781,0.169893
16039,ID,Elmore County,ELMORE,2020,28680,4876,0.170014
16039,ID,Elmore County,ELMORE,2021,28994,4929,0.170001
16039,ID,Elmore County,ELMORE,2022,29494,5014,0.170001
16039,ID,Elmore County,ELMORE,2023,29706,5050,0.169999
16039,ID,Elmore County,ELMORE,2024,29729,5054,0.170002
16041,ID,Franklin County,FRANKLIN,2020,14283,2428,0.169992
16041,ID,Franklin County,FRANKLIN,2021,14673,2494,0.169972
16041,ID,Franklin County,FRANKLIN,2022,15172,2579,0.169984
16041,ID,Franklin County,FRANKLIN,2023,15516,2637,0.169954
16041,ID,Franklin County,FRANKLIN,2024,15638,2658,0.169971
16043,ID,Fremont County,FREMONT,2020,13419,2281,0.169983
16043,ID,Fremont County,FREMONT,2021,13593,2311,0.170014
16043,ID,Fremont County,FREMONT,2022,14048,2388,0.169989
16043,ID,Fremont County,FREMONT,2023,14258,2424,0.17001
16043,ID,Fremont County,FREMONT,2024,14399,2448,0.170012
16045,ID,Gem County,GEM,2020,19278,3278,0.170038
16045,ID,Gem County,GEM,2021,19813,3368,0.169989
16045,ID,Gem County,GEM,2022,20739,3526,0.170018
16045,ID,Gem County,GEM,2023,21384,3636,0.170034
16045,ID,Gem County,GEM,2024,21857,3716,0.170014
16047,ID,Gooding County,GOODING,2020,15657,2662,0.17002
16047,ID,Gooding County,GOODING,2021,15806,2687,0.169999
16047,ID,Gooding County,GOODING,2022,15890,2701,0.169981
16047,ID,Gooding County,GOODING,2023,16113,2739,0.169987
16047,ID,Gooding County,GOODING,2024,16189,2752,0.169992
16049,ID,Idaho County,IDAHO,2020,16590,2820,0.169982
16049,ID,Idaho County,IDAHO,2021,17059,2900,0.169998
16049,ID,Idaho County,IDAHO,2022,17670,3004,0.170006
16049,ID,Idaho County,IDAHO,2023,17928,3048,0.170013
16049,ID,Idaho County,IDAHO,2024,17912,3045,0.169998
16051,ID,Jefferson County,JEFFERSON,2020,31082,5284,0.170002
16051,ID,Jefferson County,JEFFERSON,2021,32208,5475,0.169989
16051,ID,Jefferson County,JEFFERSON,2022,33365,5672,0.169999
16051,ID,Jefferson County,JEFFERSON,2023,34259,5824,0.169999
16051,ID,Jefferson County,JEFFERSON,2024,34854,5925,0.169995
16053,ID,Jerome County,JEROME,2020,24268,4126,0.170018
16053,ID,Jerome County,JEROME,2021,24740,4206,0.170008
16053,ID,Jerome County,JEROME,2022,25228,4289,0.17001
16053,ID,Jerome County,JEROME,2023,25574,4348,0.170016
16053,ID,Jerome County,JEROME,2024,26056,4430,0.170018
16055,ID,Kootenai County,KOOTENAI,2020,172791,29375,0.170003
16055,ID,Kootenai County,KOOTENAI,2021,180089,30615,0.169999
16055,ID,Kootenai County,KOOTENAI,2022,183540,31202,0.170001
16055,ID,Kootenai County,KOOTENAI,2023,185237,31490,0.169998
