county_fips,state_abbr,county_name,county_name_norm,year,total_population,pop_65_plus,pct_pop_65_plus
31087,NE,Hitchcock County,HITCHCOCK,2023,2550,421,0.165098
31087,NE,Hitchcock County,HITCHCOCK,2024,2460,406,0.165041
31089,NE,Holt County,HOLT,2020,10105,1668,0.165067
31089,NE,Holt County,HOLT,2021,10063,1661,0.16506
31089,NE,Holt County,HOLT,2022,10069,1662,0.165061
31089,NE,Holt County,HOLT,2023,10152,1675,0.164992
31089,NE,Holt County,HOLT,2024,10120,1670,0.16502
31091,NE,Hooker County,HOOKER,2020,864,115,0.133102
31091,NE,Hooker County,HOOKER,2021,864,115,0.133102
31091,NE,Hooker County,HOOKER,2022,864,115,0.133102
31091,NE,Hooker County,HOOKER,2023,864,115,0.133102
31091,NE,Hooker County,HOOKER,2024,864,115,0.133102
31093,NE,Howard County,HOWARD,2020,6486,1070,0.164971
31093,NE,Howard County,HOWARD,2021,6525,1076,0.164904
31093,NE,Howard County,HOWARD,2022,6521,1076,0.165005
31093,NE,Howard County,HOWARD,2023,6564,1083,0.164991
31093,NE,Howard County,HOWARD,2024,6572,1084,0.164942
31095,NE,Jefferson County,JEFFERSON,2020,7260,1197,0.164876
31095,NE,Jefferson County,JEFFERSON,2021,7160,1181,0.164944
31095,NE,Jefferson County,JEFFERSON,2022,7151,1179,0.164872
31095,NE,Jefferson County,JEFFERSON,2023,7097,1171,0.164999
31095,NE,Jefferson County,JEFFERSON,2024,7136,1177,0.164938
31097,NE,Johnson County,JOHNSON,2020,5295,874,0.165061
31097,NE,Johnson County,JOHNSON,2021,5314,877,0.165036
31097,NE,Johnson County,JOHNSON,2022,5264,868,0.164894
31097,NE,Johnson County,JOHNSON,2023,5215,860,0.164909
31097,NE,Johnson County,JOHNSON,2024,5219,861,0.164974
31099,NE,Kearney County,KEARNEY,2020,6692,1105,0.165123
31099,NE,Kearney County,KEARNEY,2021,6689,1104,0.165047
31099,NE,Kearney County,KEARNEY,2022,6708,1107,0.165027
31099,NE,Kearney County,KEARNEY,2023,6727,1110,0.165007
31099,NE,Kearney County,KEARNEY,2024,6749,1114,0.165061
31101,NE,Keith County,KEITH,2020,8326,1373,0.164905
31101,NE,Keith County,KEITH,2021,8259,1362,0.164911
31101,NE,Keith County,KEITH,2022,8205,1353,0.164899
31101,NE,Keith County,KEITH,2023,8155,1345,0.164929
31101,NE,Keith County,KEITH,2024,8148,1344,0.164948
31103,NE,Keya Paha County,KEYA PAHA,2020,864,135,0.15625
31103,NE,Keya Paha County,KEYA PAHA,2021,864,135,0.15625
31103,NE,Keya Paha County,KEYA PAHA,2022,864,135,0.15625
31103,NE,Keya Paha County,KEYA PAHA,2023,864,135,0.15625
31103,NE,Keya Paha County,KEYA PAHA,2024,864,135,0.15625
31105,NE,Kimball County,KIMBALL,2020,3408,562,0.164906
31105,NE,Kimball County,KIMBALL,2021,3408,562,0.164906
31105,NE,Kimball County,KIMBALL,2022,3344,551,0.164773
31105,NE,Kimball County,KIMBALL,2023,3316,547,0.164958
31105,NE,Kimball County,KIMBALL,2024,3305,545,0.164902
31107,NE,Knox County,KNOX,2020,8392,1384,0.164919
31107,NE,Knox County,KNOX,2021,8414,1388,0.164963
31107,NE,Knox County,KNOX,2022,8356,1378,0.164911
31107,NE,Knox County,KNOX,2023,8341,1376,0.164968
31107,NE,Knox County,KNOX,2024,8306,1370,0.164941
31109,NE,Lancaster County,LANCASTER,2020,323171,53323,0.164999
31109,NE,Lancaster County,LANCASTER,2021,323407,53362,0.165
31109,NE,Lancaster County,LANCASTER,2022,325252,53666,0.164998
31109,NE,Lancaster County,LANCASTER,2023,328794,54251,0.165
31109,NE,Lancaster County,LANCASTER,2024,332857,54921,0.164999
31111,NE,Lincoln County,LINCOLN,2020,34535,5699,0.165021
31111,NE,Lincoln County,LINCOLN,2021,34079,5623,0.164999
31111,NE,Lincoln County,LINCOLN,2022,33619,5548,0.165026
31111,NE,Lincoln County,LINCOLN,2023,33457,5521,0.165018
31111,NE,Lincoln County,LINCOLN,2024,33319,5498,0.165011
31113,NE,Logan County,LOGAN,2020,864,115,0.133102
31113,NE,Logan County,LOGAN,2021,864,115,0.133102
31113,NE,Logan County,LOGAN,2022,864,115,0.133102
31113,NE,Logan County,LOGAN,2023,864,115,0.133102
31113,NE,Logan County,LOGAN,2024,864,115,0.133102
31115,NE,Loup County,LOUP,2020,864,96,0.111111
31115,NE,Loup County,LOUP,2021,864,96,0.111111
31115,NE,Loup County,LOUP,2022,864,96,0.111111
31115,NE,Loup County,LOUP,2023,864,96,0.111111
31115,NE,Loup County,LOUP,2024,864,96,0.111111
31117,NE,McPherson County,MCPHERSON,2020,864,62,0.071759
31117,NE,McPherson County,MCPHERSON,2021,864,62,0.071759
31117,NE,McPherson County,MCPHERSON,2022,864,62,0.071759
31117,NE,McPherson County,MCPHERSON,2023,864,62,0.071759
31117,NE,McPherson County,MCPHERSON,2024,864,62,0.071759
31119,NE,Madison County,MADISON,2020,35530,5863,0.165015
31119,NE,Madison County,MADISON,2021,35397,5841,0.165014
31119,NE,Madison County,MADISON,2022,35427,5846,0.165015
31119,NE,Madison County,MADISON,2023,35727,5895,0.165001
31119,NE,Madison County,MADISON,2024,35579,5871,0.165013
31121,NE,Merrick County,MERRICK,2020,7660,1264,0.165013
31121,NE,Merrick County,MERRICK,2021,7666,1265,0.165014
31121,NE,Merrick County,MERRICK,2022,7709,1272,0.165002
31121,NE,Merrick County,MERRICK,2023,7746,1278,0.164988
31121,NE,Merrick County,MERRICK,2024,7837,1293,0.164987
31123,NE,Morrill County,MORRILL,2020,4558,752,0.164985
31123,NE,Morrill County,MORRILL,2021,4570,754,0.164989
31123,NE,Morrill County,MORRILL,2022,4528,747,0.164973
31123,NE,Morrill County,MORRILL,2023,4531,748,0.165085
31123,NE,Morrill County,MORRILL,2024,4485,740,0.164994
31125,NE,Nance County,NANCE,2020,3394,560,0.164997
31125,NE,Nance County,NANCE,2021,3380,557,0.164793
31125,NE,Nance County,NANCE,2022,3323,548,0.164911
31125,NE,Nance County,NANCE,2023,3261,538,0.16498
31125,NE,Nance County,NANCE,2024,3262,538,0.164929
31127,NE,Nemaha County,NEMAHA,2020,7085,1169,0.164996
31127,NE,Nemaha County,NEMAHA,2021,7008,1157,0.165097
31127,NE,Nemaha County,NEMAHA,2022,7028,1160,0.165054
31127,NE,Nemaha County,NEMAHA,2023,7064,1166,0.165062
31127,NE,Nemaha County,NEMAHA,2024,7046,1163,0.165058
31129,NE,Nuckolls County,NUCKOLLS,2020,4091,676,0.165241
31129,NE,Nuckolls County,NUCKOLLS,2021,4071,672,0.16507
31129,NE,Nuckolls County,NUCKOLLS,2022,4076,673,0.165113
31129,NE,Nuckolls County,NUCKOLLS,2023,4103,677,0.165001
31129,NE,Nuckolls County,NUCKOLLS,2024,4094,676,0.16512
31131,NE,Otoe County,OTOE,2020,15903,2624,0.165
31131,NE,Otoe County,OTOE,2021,16022,2644,0.165023
31131,NE,Otoe County,OTOE,2022,16243,2681,0.165056
31131,NE,Otoe County,OTOE,2023,16448,2714,0.165005
31131,NE,Otoe County,OTOE,2024,16591,2738,0.165029
31133,NE,Pawnee County,PAWNEE,2020,2541,419,0.164896
31133,NE,Pawnee County,PAWNEE,2021,2542,419,0.164831
31133,NE,Pawnee County,PAWNEE,2022,2536,418,0.164826
31133,NE,Pawnee County,PAWNEE,2023,2511,414,0.164875
31133,NE,Pawnee County,PAWNEE,2024,2521,416,0.165014
31135,NE,Perkins County,PERKINS,2020,2861,473,0.165327
31135,NE,Perkins County,PERKINS,2021,2821,466,0.16519
31135,NE,Perkins County,PERKINS,2022,2844,470,0.16526
31135,NE,Perkins County,PERKINS,2023,2802,463,0.165239
31135,NE,Perkins County,PERKINS,2024,2779,459,0.165167
31137,NE,Phelps County,PHELPS,2020,8977,1481,0.164977
31137,NE,Phelps County,PHELPS,2021,8922,1472,0.164985
31137,NE,Phelps County,PHELPS,2022,9007,1486,0.164983
31137,NE,Phelps County,PHELPS,2023,9099,1501,0.164963
31137,NE,Phelps County,PHELPS,2024,9042,1492,0.165008
31139,NE,Pierce County,PIERCE,2020,7344,1212,0.165033
31139,NE,Pierce County,PIERCE,2021,7316,1207,0.164981
31139,NE,Pierce County,PIERCE,2022,7326,1209,0.165029
31139,NE,Pierce County,PIERCE,2023,7304,1205,0.164978
31139,NE,Pierce County,PIERCE,2024,7334,1210,0.164985
31141,NE,Platte County,PLATTE,2020,34291,5658,0.165
31141,NE,Platte County,PLATTE,2021,34305,5660,0.164991
31141,NE,Platte County,PLATTE,2022,34452,5684,0.164983
31141,NE,Platte County,PLATTE,2023,35034,5780,0.164983
31141,NE,Platte County,PLATTE,2024,35499,5857,0.164991
31143,NE,Polk County,POLK,2020,5218,861,0.165006
31143,NE,Polk County,POLK,2021,5193,856,0.164837
31143,NE,Polk County,POLK,2022,5234,863,0.164883
31143,NE,Polk County,POLK,2023,5212,860,0.165004
31143,NE,Polk County,POLK,2024,5269,869,0.164927
31145,NE,Red Willow County,RED WILLOW,2020,10684,1762,0.16492
31145,NE,Red Willow County,RED WILLOW,2021,10621,1752,0.164956
31145,NE,Red Willow County,RED WILLOW,2022,10557,1741,0.164914
31145,NE,Red Willow County,RED WILLOW,2023,10512,1734,0.164954
31145,NE,Red Willow County,RED WILLOW,2024,10409,1717,0.164953
31147,NE,Richardson County,RICHARDSON,2020,7860,1297,0.165013
31147,NE,Richardson County,RICHARDSON,2021,7785,1285,0.165061
31147,NE,Richardson County,RICHARDSON,2022,7736,1277,0.165072
31147,NE,Richardson County,RICHARDSON,2023,7708,1272,0.165023
31147,NE,Richardson County,RICHARDSON,2024,7666,1265,0.165014
31149,NE,Rock County,ROCK,2020,1265,209,0.165217
31149,NE,Rock County,ROCK,2021,1276,211,0.165361
31149,NE,Rock County,ROCK,2022,1234,204,0.165316
31149,NE,Rock County,ROCK,2023,1259,208,0.16521
31149,NE,Rock County,ROCK,2024,1241,205,0.165189
31151,NE,Saline County,SALINE,2020,14715,2428,0.165002
31151,NE,Saline County,SALINE,2021,14522,2396,0.164991
31151,NE,Saline County,SALINE,2022,14621,2412,0.164968
31151,NE,Saline County,SALINE,2023,14651,2417,0.164972
31151,NE,Saline County,SALINE,2024,14740,2432,0.164993
31153,NE,Sarpy County,SARPY,2020,191181,31545,0.165001
31153,NE,Sarpy County,SARPY,2021,193853,31986,0.165001
31153,NE,Sarpy County,SARPY,2022,196606,32440,0.165
31153,NE,Sarpy County,SARPY,2023,200477,33079,0.165001
31153,NE,Sarpy County,SARPY,2024,204828,33797,0.165002
31155,NE,Saunders County,SAUNDERS,2020,22370,3691,0.164998
31155,NE,Saunders County,SAUNDERS,2021,22832,3767,0.164988
31155,NE,Saunders County,SAUNDERS,2022,23159,3821,0.16499
31155,NE,Saunders County,SAUNDERS,2023,23471,3873,0.165012
31155,NE,Saunders County,SAUNDERS,2024,23406,3862,0.165
31157,NE,Scotts Bluff County,SCOTTS BLUFF,2020,36051,5948,0.164988
31157,NE,Scotts Bluff County,SCOTTS BLUFF,2021,35909,5925,0.165
31157,NE,Scotts Bluff County,SCOTTS BLUFF,2022,35798,5907,0.165009
31157,NE,Scotts Bluff County,SCOTTS BLUFF,2023,35721,5894,0.165001
31157,NE,Scotts Bluff County,SCOTTS BLUFF,2024,35734,5896,0.164997
31159,NE,Seward County,SEWARD,2020,17610,2906,0.16502
31159,NE,Seward County,SEWARD,2021,17555,2897,0.165024
31159,NE,Seward County,SEWARD,2022,17623,2908,0.165012
31159,NE,Seward County,SEWARD,2023,17646,2912,0.165023
31159,NE,Seward County,SEWARD,2024,17769,2932,0.165006
31161,NE,Sheridan County,SHERIDAN,2020,5104,842,0.164969
31161,NE,Sheridan County,SHERIDAN,2021,5091,840,0.164997
31161,NE,Sheridan County,SHERIDAN,2022,5015,828,0.165105
31161,NE,Sheridan County,SHERIDAN,2023,4932,814,0.165045
31161,NE,Sheridan County,SHERIDAN,2024,4927,813,0.165009
31163,NE,Sherman County,SHERMAN,2020,2953,488,0.165256
31163,NE,Sherman County,SHERMAN,2021,2964,489,0.16498
31163,NE,Sherman County,SHERMAN,2022,3000,495,0.165
31163,NE,Sherman County,SHERMAN,2023,2970,490,0.164983
31163,NE,Sherman County,SHERMAN,2024,2949,487,0.165141
31165,NE,Sioux County,SIOUX,2020,1141,188,0.164768
31165,NE,Sioux County,SIOUX,2021,1147,189,0.164778
31165,NE,Sioux County,SIOUX,2022,1129,186,0.164748
31165,NE,Sioux County,SIOUX,2023,1151,190,0.165074
31165,NE,Sioux County,SIOUX,2024,1099,181,0.164695
31167,NE,Stanton County,STANTON,2020,5822,961,0.165064
31167,NE,Stanton County,STANTON,2021,5830,962,0.165009
31167,NE,Stanton County,STANTON,2022,5748,949,0.165101
31167,NE,Stanton County,STANTON,2023,5825,961,0.164979
31167,NE,Stanton County,STANTON,2024,5756,950,0.165045
31169,NE,Thayer County,THAYER,2020,5024,829,0.165008
31169,NE,Thayer County,THAYER,2021,4892,808,0.165168
31169,NE,Thayer County,THAYER,2022,4866,803,0.165023
31169,NE,Thayer County,THAYER,2023,4855,802,0.165191
31169,NE,Thayer County,THAYER,2024,4870,804,0.165092
31171,NE,Thomas County,THOMAS,2020,864,105,0.121528
31171,NE,Thomas County,THOMAS,2021,864,105,0.121528
31171,NE,Thomas County,THOMAS,2022,864,105,0.121528
31171,NE,Thomas County,THOMAS,2023,864,105,0.121528
31171,NE,Thomas County,THOMAS,2024,864,105,0.121528
31173,NE,Thurston County,THURSTON,2020,6759,1115,0.164965
31173,NE,Thurston County,THURSTON,2021,6627,1093,0.164931
31173,NE,Thurston County,THURSTON,2022,6549,1080,0.164911
31173,NE,Thurston County,THURSTON,2023,6562,1083,0.165041
31173,NE,Thurston County,THURSTON,2024,6637,1095,0.164984
31175,NE,Valley County,VALLEY,2020,4058,669,0.16486
31175,NE,Valley County,VALLEY,2021,4065,670,0.164822
31175,NE,Valley County,VALLEY,2022,4064,670,0.164862
31175,NE,Valley County,VALLEY,2023,4029,665,0.165053
31175,NE,Valley County,VALLEY,2024,4032,665,0.164931
31177,NE,Washington County,WASHINGTON,2020,20926,3453,0.16501
31177,NE,Washington County,WASHINGTON,2021,20991,3464,0.165023
31177,NE,Washington County,WASHINGTON,2022,21175,3494,0.165006
31177,NE,Washington County,WASHINGTON,2023,21182,3495,0.164999
31177,NE,Washington County,WASHINGTON,2024,21254,3507,0.165004
31179,NE,Wayne County,WAYNE,2020,9702,1601,0.165018
31179,NE,Wayne County,WAYNE,2021,9870,1629,0.165046
31179,NE,Wayne County,WAYNE,2022,9898,1634,0.165084
31179,NE,Wayne County,WAYNE,2023,9882,1631,0.165048
31179,NE,Wayne County,WAYNE,2024,9870,1629,0.165046
31181,NE,Webster County,WEBSTER,2020,3392,560,0.165094
31181,NE,Webster County,WEBSTER,2021,3404,562,0.1651
31181,NE,Webster County,WEBSTER,2022,3334,550,0.164967
31181,NE,Webster County,WEBSTER,2023,3344,552,0.165072
31181,NE,Webster County,WEBSTER,2024,3326,549,0.165063
31183,NE,Wheeler County,WHEELER,2020,864,133,0.153935
31183,NE,Wheeler County,WHEELER,2021,864,133,0.153935
31183,NE,Wheeler County,WHEELER,2022,864,133,0.153935
31183,NE,Wheeler County,WHEELER,2023,864,133,0.153935
31183,NE,Wheeler County,WHEELER,2024,864,133,0.153935
31185,NE,York County,YORK,2020,14105,2327,0.164977
31185,NE,York County,YORK,2021,14245,2351,0.16504
31185,NE,York County,YORK,2022,14319,2363,0.165025
31185,NE,York County,YORK,2023,14386,2374,0.165022
31185,NE,York County,YORK,2024,14375,2372,0.165009
32001,NV,Churchill County,CHURCHILL,2020,25577,4348,0.169996
32001,NV,Churchill County,CHURCHILL,2021,25674,4365,0.170016
32001,NV,Churchill County,CHURCHILL,2022,25828,4391,0.170009
32001,NV,Churchill County,CHURCHILL,2023,25915,4406,0.170017
32001,NV,Churchill County,CHURCHILL,2024,26033,4426,0.170015
32003,NV,Clark County,CLARK,2020,1316181,407808,0.309842
32003,NV,Clark County,CLARK,2021,1316181,407808,0.309842
32003,NV,Clark County,CLARK,2022,1316181,407808,0.309842
32003,NV,Clark County,CLARK,2023,1316181,407808,0.309842
32003,NV,Clark County,CLARK,2024,1316181,407808,0.309842
32005,NV,Douglas County,DOUGLAS,2020,49529,8420,0.170001
32005,NV,Douglas County,DOUGLAS,2021,50008,8501,0.169993
32005,NV,Douglas County,DOUGLAS,2022,49592,8431,0.170007
32005,NV,Douglas County,DOUGLAS,2023,49422,8402,0.170005
32005,NV,Douglas County,DOUGLAS,2024,49564,8426,0.170002
32007,NV,Elko County,ELKO,2020,53676,9125,0.170001
32007,NV,Elko County,ELKO,2021,53868,9158,0.170008
32007,NV,Elko County,ELKO,2022,53943,9171,0.170013
32007,NV,Elko County,ELKO,2023,54383,9245,0.169998
32007,NV,Elko County,ELKO,2024,54363,9242,0.170005
32009,NV,Esmeralda County,ESMERALDA,2020,864,122,0.141204
32009,NV,Esmeralda County,ESMERALDA,2021,864,122,0.141204
32009,NV,Esmeralda County,ESMERALDA,2022,864,122,0.141204
32009,NV,Esmeralda County,ESMERALDA,2023,864,122,0.141204
32009,NV,Esmeralda County,ESMERALDA,2024,864,122,0.141204
32011,NV,Eureka County,EUREKA,2020,1853,315,0.169995
32011,NV,Eureka County,EUREKA,2021,1909,324,0.169722
32011,NV,Eureka County,EUREKA,2022,1862,316,0.16971
32011,NV,Eureka County,EUREKA,2023,1898,323,0.170179
32011,NV,Eureka County,EUREKA,2024,1877,319,0.169952
32013,NV,Humboldt County,HUMBOLDT,2020,17272,2937,0.170044
32013,NV,Humboldt County,HUMBOLDT,2021,17634,2998,0.170012
32013,NV,Humboldt County,HUMBOLDT,2022,17262,2935,0.170027
32013,NV,Humboldt County,HUMBOLDT,2023,17160,2917,0.169988
32013,NV,Humboldt County,HUMBOLDT,2024,17116,2910,0.170016
32015,NV,Lander County,LANDER,2020,5727,973,0.169897
32015,NV,Lander County,LANDER,2021,5761,979,0.169936
32015,NV,Lander County,LANDER,2022,5769,980,0.169873
32015,NV,Lander County,LANDER,2023,5809,987,0.169909
32015,NV,Lander County,LANDER,2024,5785,983,0.169922
32017,NV,Lincoln County,LINCOLN,2020,4438,755,0.170122
32017,NV,Lincoln County,LINCOLN,2021,4396,748,0.170155
32017,NV,Lincoln County,LINCOLN,2022,4421,752,0.170097
32017,NV,Lincoln County,LINCOLN,2023,4424,752,0.169982
32017,NV,Lincoln County,LINCOLN,2024,4345,739,0.170081
32019,NV,Lyon County,LYON,2020,59466,10109,0.169996
32019,NV,Lyon County,LYON,2021,60971,10365,0.169999
32019,NV,Lyon County,LYON,2022,61589,10470,0.169998
32019,NV,Lyon County,LYON,2023,62656,10651,0.169992
32019,NV,Lyon County,LYON,2024,63718,10832,0.169999
32021,NV,Mineral County,MINERAL,2020,4555,775,0.170143
32021,NV,Mineral County,MINERAL,2021,4619,785,0.16995
32021,NV,Mineral County,MINERAL,2022,4538,772,0.170119
32021,NV,Mineral County,MINERAL,2023,4524,769,0.169982
32021,NV,Mineral County,MINERAL,2024,4475,761,0.170056
32023,NV,Nye County,NYE,2020,51971,8835,0.169999
32023,NV,Nye County,NYE,2021,53339,9067,0.169988
32023,NV,Nye County,NYE,2022,54710,9300,0.169987
32023,NV,Nye County,NYE,2023,55708,9470,0.169994
32023,NV,Nye County,NYE,2024,55990,9518,0.169995
32027,NV,Pershing County,PERSHING,2020,6620,1125,0.16994
32027,NV,Pershing County,PERSHING,2021,6430,1093,0.169984
32027,NV,Pershing County,PERSHING,2022,6446,1096,0.170028
32027,NV,Pershing County,PERSHING,2023,6403,1088,0.16992
32027,NV,Pershing County,PERSHING,2024,6536,1111,0.169982
32029,NV,Storey County,STOREY,2020,4107,698,0.169954
32029,NV,Storey County,STOREY,2021,4143,704,0.169925
32029,NV,Storey County,STOREY,2022,4165,708,0.169988
32029,NV,Storey County,STOREY,2023,4171,709,0.169983
32029,NV,Storey County,STOREY,2024,4112,699,0.16999
32031,NV,Washoe County,WASHOE,2020,487725,82914,0.170002
32031,NV,Washoe County,WASHOE,2021,494380,84045,0.170001
32031,NV,Washoe County,WASHOE,2022,496458,84398,0.17
32031,NV,Washoe County,WASHOE,2023,500159,85027,0.17
32031,NV,Washoe County,WASHOE,2024,507280,86238,0.170001
32033,NV,White Pine County,WHITE PINE,2020,9063,1541,0.170032
32033,NV,White Pine County,WHITE PINE,2021,8850,1505,0.170056
32033,NV,White Pine County,WHITE PINE,2022,8734,1485,0.170025
32033,NV,White Pine County,WHITE PINE,2023,8495,1444,0.169982
32033,NV,White Pine County,WHITE PINE,2024,8534,1451,0.170026
32510,NV,Carson City,CARSON,2020,58682,9976,0.170001
32510,NV,Carson City,CARSON,2021,58770,9991,0.170002
32510,NV,Carson City,CARSON,2022,58094,9876,0.17
32510,NV,Carson City,CARSON,2023,58226,9898,0.169993
32510,NV,Carson City,CARSON,2024,58148,9885,0.169997
33001,NH,Belknap County,BELKNAP,2020,63774,12436,0.195001
33001,NH,Belknap County,BELKNAP,2021,64598,12596,0.194991
33001,NH,Belknap County,BELKNAP,2022,64647,12606,0.194997
33001,NH,Belknap County,BELKNAP,2023,65019,12679,0.195005
33001,NH,Belknap County,BELKNAP,2024,65257,12725,0.194998
33003,NH,Carroll County,CARROLL,2020,50240,9797,0.195004
33003,NH,Carroll County,CARROLL,2021,51735,10088,0.194994
33003,NH,Carroll County,CARROLL,2022,52094,10158,0.194994
33003,NH,Carroll County,CARROLL,2023,52373,10213,0.195005
33003,NH,Carroll County,CARROLL,2024,52580,10253,0.194998
33005,NH,Cheshire County,CHESHIRE,2020,76542,14925,0.194991
33005,NH,Cheshire County,CHESHIRE,2021,76849,14985,0.194993
33005,NH,Cheshire County,CHESHIRE,2022,77386,15090,0.194997
33005,NH,Cheshire County,CHESHIRE,2023,77632,15138,0.194997
33005,NH,Cheshire County,CHESHIRE,2024,78078,15225,0.194997
33007,NH,Coos County,COOS,2020,31228,6089,0.194985
33007,NH,Coos County,COOS,2021,31387,6120,0.194985
33007,NH,Coos County,COOS,2022,31430,6129,0.195005
33007,NH,Coos County,COOS,2023,31209,6085,0.194976
33007,NH,Coos County,COOS,2024,31094,6063,0.194989
33009,NH,Grafton County,GRAFTON,2020,91197,17784,0.195006
33009,NH,Grafton County,GRAFTON,2021,90508,17649,0.194999
33009,NH,Grafton County,GRAFTON,2022,92943,18124,0.195001
33009,NH,Grafton County,GRAFTON,2023,92909,18117,0.194997
33009,NH,Grafton County,GRAFTON,2024,93045,18144,0.195002
33011,NH,Hillsborough County,HILLSBOROUGH,2020,422929,82471,0.195
33011,NH,Hillsborough County,HILLSBOROUGH,2021,424475,82773,0.195001
33011,NH,Hillsborough County,HILLSBOROUGH,2022,426307,83130,0.195
33011,NH,Hillsborough County,HILLSBOROUGH,2023,427719,83405,0.195
33011,NH,Hillsborough County,HILLSBOROUGH,2024,430462,83940,0.195
33013,NH,Merrimack County,MERRIMACK,2020,154039,30037,0.194996
33013,NH,Merrimack County,MERRIMACK,2021,154627,30152,0.194998
33013,NH,Merrimack County,MERRIMACK,2022,156241,30467,0.195
33013,NH,Merrimack County,MERRIMACK,2023,157059,30626,0.194997
33013,NH,Merrimack County,MERRIMACK,2024,157869,30784,0.194997
33015,NH,Rockingham County,ROCKINGHAM,2020,314664,61359,0.194998
33015,NH,Rockingham County,ROCKINGHAM,2021,318349,62078,0.195
33015,NH,Rockingham County,ROCKINGHAM,2022,319298,62263,0.195
33015,NH,Rockingham County,ROCKINGHAM,2023,320665,62529,0.194998
33015,NH,Rockingham County,ROCKINGHAM,2024,322433,62874,0.194999
33017,NH,Strafford County,STRAFFORD,2020,131074,25559,0.194997
33017,NH,Strafford County,STRAFFORD,2021,131540,25650,0.194998
33017,NH,Strafford County,STRAFFORD,2022,132451,25828,0.195
33017,NH,Strafford County,STRAFFORD,2023,133608,26053,0.194996
33017,NH,Strafford County,STRAFFORD,2024,134202,26169,0.194997
33019,NH,Sullivan County,SULLIVAN,2020,43069,8398,0.194989
33019,NH,Sullivan County,SULLIVAN,2021,43609,8503,0.194983
33019,NH,Sullivan County,SULLIVAN,2022,43881,8556,0.194982
33019,NH,Sullivan County,SULLIVAN,2023,44006,8581,0.194996
33019,NH,Sullivan County,SULLIVAN,2024,44012,8582,0.194992
34001,NJ,Atlantic County,ATLANTIC,2020,274196,46613,0.169999
34001,NJ,Atlantic County,ATLANTIC,2021,274991,46748,0.169998
34001,NJ,Atlantic County,ATLANTIC,2022,276111,46938,0.169997
34001,NJ,Atlantic County,ATLANTIC,2023,276937,47079,0.169999
34001,NJ,Atlantic County,ATLANTIC,2024,279114,47449,0.169999
34003,NJ,Bergen County,BERGEN,2020,953711,162131,0.17
34003,NJ,Bergen County,BERGEN,2021,955510,162437,0.17
34003,NJ,Bergen County,BERGEN,2022,957235,162730,0.17
34003,NJ,Bergen County,BERGEN,2023,966484,164302,0.17
34003,NJ,Bergen County,BERGEN,2024,978641,166369,0.17
34005,NJ,Burlington County,BURLINGTON,2020,461694,78488,0.17
34005,NJ,Burlington County,BURLINGTON,2021,464547,78973,0.17
34005,NJ,Burlington County,BURLINGTON,2022,466710,79341,0.170001
34005,NJ,Burlington County,BURLINGTON,2023,470561,79996,0.170001
34005,NJ,Burlington County,BURLINGTON,2024,475515,80838,0.170001
34007,NJ,Camden County,CAMDEN,2020,523151,88936,0.170001
34007,NJ,Camden County,CAMDEN,2021,524176,89110,0.17
34007,NJ,Camden County,CAMDEN,2022,525395,89317,0.17
34007,NJ,Camden County,CAMDEN,2023,529576,90028,0.17
34007,NJ,Camden County,CAMDEN,2024,533988,90778,0.17
34009,NJ,Cape May County,CAPE MAY,2020,95051,16159,0.170003
34009,NJ,Cape May County,CAPE MAY,2021,95720,16273,0.170006
34009,NJ,Cape May County,CAPE MAY,2022,95415,16221,0.170005
34009,NJ,Cape May County,CAPE MAY,2023,94643,16090,0.170007
34009,NJ,Cape May County,CAPE MAY,2024,93875,15959,0.170003
34011,NJ,Cumberland County,CUMBERLAND,2020,153724,26133,0.169999
34011,NJ,Cumberland County,CUMBERLAND,2021,152100,25857,0.17
34011,NJ,Cumberland County,CUMBERLAND,2022,151686,25786,0.169996
34011,NJ,Cumberland County,CUMBERLAND,2023,153338,26067,0.169997
34011,NJ,Cumberland County,CUMBERLAND,2024,155678,26465,0.169998
34013,NJ,Essex County,ESSEX,2020,860020,146204,0.170001
34013,NJ,Essex County,ESSEX,2021,854416,145251,0.17
34013,NJ,Essex County,ESSEX,2022,854738,145306,0.170001
34013,NJ,Essex County,ESSEX,2023,864310,146933,0.17
34013,NJ,Essex County,ESSEX,2024,881527,149860,0.17
34015,NJ,Gloucester County,GLOUCESTER,2020,302575,51438,0.170001
34015,NJ,Gloucester County,GLOUCESTER,2021,304636,51788,0.17
34015,NJ,Gloucester County,GLOUCESTER,2022,306936,52179,0.17
34015,NJ,Gloucester County,GLOUCESTER,2023,308840,52503,0.170001
34015,NJ,Gloucester County,GLOUCESTER,2024,311783,53003,0.17
34017,NJ,Hudson County,HUDSON,2020,721909,122724,0.169999
34017,NJ,Hudson County,HUDSON,2021,703545,119602,0.169999
34017,NJ,Hudson County,HUDSON,2022,708657,120471,0.169999
34017,NJ,Hudson County,HUDSON,2023,721320,122624,0.169999
34017,NJ,Hudson County,HUDSON,2024,736185,125151,0.169999
34019,NJ,Hunterdon County,HUNTERDON,2020,128793,21894,0.169994
34019,NJ,Hunterdon County,HUNTERDON,2021,129691,22047,0.169996
34019,NJ,Hunterdon County,HUNTERDON,2022,129977,22096,0.169999
34019,NJ,Hunterdon County,HUNTERDON,2023,130633,22207,0.169995
